RegionName,City,State,Metro,CountyName,SizeRank,MedianPricePerSqft
10023,New York,NY,New York,New York,1,1599.538839
75070,McKinney,TX,Dallas-Fort Worth,Collin,2,140.3649635
77494,Katy,TX,Houston,Harris,3,119.4992739
60614,Chicago,IL,Chicago,Cook,4,454.9431321
79936,El Paso,TX,El Paso,El Paso,5,90.7261247
77084,Houston,TX,Houston,Harris,6,93.20899091
10002,New York,NY,New York,New York,7,1995.884774
926,San Juan,NC,Durham,Chatham,8,102.5430172
77449,Katy,TX,Houston,Harris,9,96.09120521
94109,San Francisco,CA,San Francisco,San Francisco,10,1161.492436
10016,New York,NY,New York,New York,11,1446.490095
32162,The Villages,FL,The Villages,Sumter,12,172.6342711
11235,New York,NY,New York,Kings,13,577.4775703
37013,Nashville,TN,Nashville,Davidson,14,131.2245457
90250,Hawthorne,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,15,517.7342482
60647,Chicago,IL,Chicago,Cook,16,322.6495726
37211,Nashville,TN,Nashville,Davidson,17,168.981251
10009,New York,NY,New York,New York,18,1784.67113
78660,Pflugerville,TX,Austin,Travis,19,126.9459557
60618,Chicago,IL,Chicago,Cook,20,313.3962577
10029,New York,NY,New York,New York,21,1251.968504
77573,League City,TX,Houston,Galveston,22,118.4948202
77584,Pearland,TX,Houston,Brazoria,23,109.9835436
28269,Charlotte,NC,Charlotte,Mecklenburg,24,111.0713006
11201,New York,NY,New York,Kings,25,1285.40305
79912,El Paso,TX,El Paso,El Paso,26,106.1643836
78572,Mission,TX,McAllen,Hidalgo,27,87.02818378
94565,Pittsburg,CA,San Francisco,Contra Costa,28,283.7055418
30349,Riverdale,GA,Atlanta,Clayton,29,85.49107143
20002,Washington,DC,Washington,District of Columbia,30,534.236374
90046,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,31,856.4182599
78130,New Braunfels,TX,San Antonio,Comal,32,131.8944844
78613,Cedar Park,TX,Austin,Williamson,33,140.4624127
20009,Washington,DC,Washington,District of Columbia,34,664.5586316
75052,Grand Prairie,TX,Dallas-Fort Worth,Dallas,35,108.2316233
10462,New York,NY,New York,Bronx,36,226.3636364
37042,Clarksville,TN,Clarksville,Montgomery,37,104.2954274
77429,Cypress,TX,Houston,Harris,38,108.4550686
63376,Saint Peters,MO,St. Louis,Saint Charles,39,138.4976526
77479,Sugar Land,TX,Houston,Fort Bend,40,135.0869558
30044,Lawrenceville,GA,Atlanta,Gwinnett,41,103.9143441
73099,Yukon,OK,Oklahoma City,Canadian,42,116.9354839
77036,Houston,TX,Houston,Harris,43,96.55808806
77433,Cypress,TX,Houston,Harris,44,114.7540984
60629,Chicago,IL,Chicago,Cook,45,159.8232458
60625,Chicago,IL,Chicago,Cook,46,264.5902631
30043,Lawrenceville,GA,Atlanta,Gwinnett,47,107.8435563
75034,Frisco,TX,Dallas-Fort Worth,Collin,48,169.5255734
75287,Dallas,TX,Dallas-Fort Worth,Dallas,49,163.2183908
28277,Charlotte,NC,Charlotte,Mecklenburg,50,150.2363268
85032,Phoenix,AZ,Phoenix,Maricopa,51,177.4150617
7030,Hoboken,NJ,New York,Hudson,52,747.815231
11214,New York,NY,New York,Kings,53,561.9369369
21234,Parkville,MD,Baltimore,Baltimore,54,162.4640075
33160,Sunny Isles Beach,FL,Miami-Fort Lauderdale,Miami-Dade,55,413.5338346
78521,Brownsville,TX,Brownsville,Cameron,56,80.44853364
23464,Virginia Beach,VA,Virginia Beach,Virginia Beach City,57,144.9275362
77077,Houston,TX,Houston,Harris,58,149.5312088
94501,Alameda,CA,San Francisco,Alameda,59,566.0974067
30096,Duluth,GA,Atlanta,Gwinnett,60,124.5233007
78704,Austin,TX,Austin,Travis,61,399.6499417
98052,Redmond,WA,Seattle,King,62,418.5545224
77379,Tomball,TX,Houston,Harris,63,104.0835124
75243,Dallas,TX,Dallas-Fort Worth,Dallas,64,127.3627631
78245,San Antonio,TX,San Antonio,Bexar,65,108.7489976
11229,New York,NY,New York,Kings,66,606.4396156
8701,Lakewood,NJ,New York,Ocean,67,158.796261
60619,Chicago,IL,Chicago,Cook,68,94.91525424
90034,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,69,816.9112509
94110,San Francisco,CA,San Francisco,San Francisco,70,1010.410197
78666,San Marcos,TX,Austin,Hays,71,140.1358764
30024,Suwanee,GA,Atlanta,Gwinnett,72,140.704946
60610,Chicago,IL,Chicago,Cook,73,375.5485893
10019,New York,NY,New York,New York,74,1725.894899
44107,Lakewood,OH,Cleveland,Cuyahoga,75,129.8017772
75067,Lewisville,TX,Dallas-Fort Worth,Denton,76,146.8273547
33025,Miramar,FL,Miami-Fort Lauderdale,Broward,77,172.889115
33411,Royal Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,78,157.4279379
33139,Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,79,536.2703803
90044,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,80,367.3178936
48197,Ypsilanti,MI,Ann Arbor,Washtenaw,81,132.0908049
2169,Quincy,MA,Boston,Norfolk,82,347.1014493
23462,Virginia Beach,VA,Virginia Beach,Virginia Beach City,83,134.9976224
90805,Long Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,84,413.2791328
66062,Olathe,KS,Kansas City,Johnson,85,148.2532751
44035,Elyria,OH,Cleveland,Lorain,86,77.08766073
95630,Folsom,CA,Sacramento,Sacramento,87,261.1987022
90650,Norwalk,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,88,405.6807935
11234,New York,NY,New York,Kings,89,495.8792711
92683,Westminster,CA,Los Angeles-Long Beach-Anaheim,Orange,90,424.3400121
85710,Tucson,AZ,Tucson,Pima,91,113.7841352
19143,Philadelphia,PA,Philadelphia,Philadelphia,92,83.33333333
78745,Austin,TX,Austin,Travis,93,223.8265892
11355,New York,NY,New York,Queens,94,764.2928124
10314,New York,NY,New York,Richmond,95,391.7825537
60617,Chicago,IL,Chicago,Cook,96,94.24528302
30281,Stockbridge,GA,Atlanta,Henry,97,89.44543828
32210,Jacksonville,FL,Jacksonville,Duval,98,105.4421769
37075,Hendersonville,TN,Nashville,Sumner,99,172.3697651
94558,Napa,CA,Napa,Napa,100,438.3401104
11215,New York,NY,New York,Kings,101,1106.039326
90026,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,102,684.9156289
85225,Chandler,AZ,Phoenix,Maricopa,103,166.3517363
91910,Chula Vista,CA,San Diego,San Diego,104,302.4003488
87111,Albuquerque,NM,Albuquerque,Bernalillo,105,162.2683885
28027,Concord,NC,Charlotte,Cabarrus,106,123.6351346
6010,Bristol,CT,Hartford,Hartford,107,132.1485115
78240,San Antonio,TX,San Antonio,Bexar,108,114.8899099
87114,Albuquerque,NM,Albuquerque,Bernalillo,109,165.9822998
89108,Las Vegas,NV,Las Vegas,Clark,110,153.5560345
85308,Glendale,AZ,Phoenix,Maricopa,111,156.1081548
11211,New York,NY,New York,Kings,112,1201.570681
17603,Lancaster,PA,Lancaster,Lancaster,113,192.9461217
93722,Fresno,CA,Fresno,Fresno,114,158.1540204
80134,Parker,CO,Denver,Douglas,115,220.8275221
48180,Taylor,MI,Detroit,Wayne,116,89.79813218
725,Caguas,TX,Brownsville,Cameron,117,82.68859094
85281,Tempe,AZ,Phoenix,Maricopa,118,208.5958275
78577,Pharr,TX,McAllen,Hidalgo,119,78.09430255
94533,Fairfield,CA,Vallejo,Solano,120,245.4153182
15601,Greensburg,PA,Pittsburgh,Westmoreland,121,117.7536232
95608,Carmichael,CA,Sacramento,Sacramento,122,242.5502426
43055,Newark,OH,Columbus,Licking,123,100.8748318
43081,Westerville,OH,Columbus,Franklin,124,133.4923664
44060,Mentor,OH,Cleveland,Lake,125,105.5369693
80013,Aurora,CO,Denver,Arapahoe,126,234.6938776
33024,Pembroke Pines,FL,Miami-Fort Lauderdale,Broward,127,191.2156533
20906,Silver Spring,MD,Washington,Montgomery,128,214.1571206
33009,Hallandale,FL,Miami-Fort Lauderdale,Broward,129,228.8887827
90066,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,130,947.9665072
43123,Grove City,OH,Columbus,Franklin,131,124.5338409
97229,Portland,OR,Portland,Multnomah,132,242.2641509
76028,Burleson,TX,Dallas-Fort Worth,Johnson,133,117.7563349
91709,Chino Hills,CA,Riverside,San Bernardino,134,342.557377
11385,New York,NY,New York,Queens,135,573.964497
85364,Yuma,AZ,Yuma,Yuma,136,112.8216704
14850,Ithaca,NY,Ithaca,Tompkins,137,172.962963
65807,Springfield,MO,Springfield,Greene,138,92.03480589
98012,Bothell,WA,Seattle,Snohomish,139,292.3981865
77459,Missouri City,TX,Houston,Fort Bend,140,117.3828491
92677,Laguna Niguel,CA,Los Angeles-Long Beach-Anaheim,Orange,141,450.4742146
95823,Sacramento,CA,Sacramento,Sacramento,142,198.2468872
33908,Fort Myers,FL,Fort Myers,Lee,143,165.771616
44256,Medina,OH,Cleveland,Medina,144,123.9684647
2148,Malden,MA,Boston,Middlesex,145,338.0886773
60620,Chicago,IL,Chicago,Cook,146,96.20264743
27410,Greensboro,NC,,Guilford,147,115.2480267
45011,Hamilton,OH,Cincinnati,Butler,148,118.8340807
76063,Mansfield,TX,Dallas-Fort Worth,Tarrant,149,121.0901318
33647,Tampa,FL,Tampa,Hillsborough,150,128.6850725
92804,Anaheim,CA,Los Angeles-Long Beach-Anaheim,Orange,151,372.3583999
11238,New York,NY,New York,Kings,152,1069.518717
60634,Chicago,IL,Chicago,Cook,153,239.0811831
8753,Toms River,NJ,New York,Ocean,154,176.347871
6902,Stamford,CT,Stamford,Fairfield,155,283.6174242
65203,Columbia,MO,Columbia,Boone,156,120.0678085
47906,West Lafayette,IN,Lafayette-West Lafayette,Tippecanoe,157,106.0138782
98103,Seattle,WA,Seattle,King,158,603.4572078
92345,Hesperia,CA,Riverside,San Bernardino,159,164.3971446
75228,Dallas,TX,Dallas-Fort Worth,Dallas,160,161.7946346
92126,San Diego,CA,San Diego,San Diego,161,412.9170472
90019,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,162,610.4651163
43130,Lancaster,OH,Columbus,Fairfield,163,108.8362431
27406,Greensboro,NC,,Guilford,164,88.08668614
60016,Des Plaines,IL,Chicago,Cook,165,171.9906048
46307,Crown Point,IN,Chicago,Lake,166,128.6517483
76244,Fort Worth,TX,Dallas-Fort Worth,Tarrant,167,114.1497462
28314,Fayetteville,NC,Fayetteville,Cumberland,168,79.80394355
27610,Raleigh,NC,Raleigh,Wake,169,115.0735294
89121,Las Vegas,NV,Las Vegas,Clark,170,135.5585831
75056,The Colony,TX,Dallas-Fort Worth,Denton,171,154.5877013
30040,Cumming,GA,Atlanta,Forsyth,172,131.96
30188,Woodstock,GA,Atlanta,Cherokee,173,139.453903
79938,El Paso,TX,El Paso,El Paso,174,98.51694915
92336,Fontana,CA,Riverside,San Bernardino,175,214.9296414
99301,Pasco,WA,Kennewick,Franklin,176,156.5856777
20011,Washington,DC,Washington,District of Columbia,177,468.4936059
77095,Houston,TX,Houston,Harris,178,97.60319574
91911,Chula Vista,CA,San Diego,San Diego,179,314.5069112
77845,College Station,TX,College Station,Brazos,180,141.7373255
92503,Riverside,CA,Riverside,Riverside,181,238.4031792
94536,Fremont,CA,San Francisco,Alameda,182,653.754845
7002,Bayonne,NJ,New York,Hudson,183,236.6624535
27587,Wake Forest,NC,Raleigh,Wake,184,136.6019642
21740,Hagerstown,MD,Hagerstown,Washington,185,117.8451178
11233,New York,NY,New York,Kings,186,593.0087391
7302,Jersey City,NJ,New York,Hudson,187,812.6195029
90280,South Gate,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,188,372.3751592
22191,Woodbridge,VA,Washington,Prince William,189,197.5270479
19111,Philadelphia,PA,Philadelphia,Philadelphia,190,139.7727273
89117,Las Vegas,NV,Las Vegas,Clark,190,172.1927052
87120,Albuquerque,NM,Albuquerque,Bernalillo,192,144.7774596
43230,Gahanna,OH,Columbus,Franklin,193,137.7564103
40475,Richmond,KY,Richmond,Madison,194,115.6987296
46227,Indianapolis,IN,Indianapolis,Marion,195,101.7365269
11236,New York,NY,New York,Kings,196,409.8360656
91730,Rancho Cucamonga,CA,Riverside,San Bernardino,197,296.2740287
23320,Chesapeake,VA,Virginia Beach,Chesapeake City,198,141.5052161
74012,Broken Arrow,OK,Tulsa,Tulsa,199,96.19516562
90201,Bell,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,200,349.8427673
92592,Temecula,CA,Riverside,Riverside,200,221.8003413
32244,Jacksonville,FL,Jacksonville,Duval,202,101.9313305
21117,Owings Mills,MD,Baltimore,Baltimore,203,164.0997831
92109,San Diego,CA,San Diego,San Diego,204,672.8665208
60628,Chicago,IL,Chicago,Cook,205,72.13622291
34787,Winter Garden,FL,Orlando,Orange,206,147.905201
77450,Cinco Ranch,TX,Houston,Fort Bend,207,113.5847577
92101,San Diego,CA,San Diego,San Diego,208,620.5954182
32822,Orlando,FL,Orlando,Orange,209,127.027027
30318,Atlanta,GA,Atlanta,Fulton,210,188.4210526
30080,Smyrna,GA,Atlanta,Cobb,211,168.3687323
7093,West New York,NJ,New York,Hudson,212,385.9969449
90004,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,213,705.760709
28078,Huntersville,NC,Charlotte,Mecklenburg,214,128.9855072
10027,New York,NY,New York,New York,215,968.1125044
34135,Bonita Springs,FL,Fort Myers,Lee,216,183.3119062
90706,Bellflower,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,217,361.003697
48103,Ann Arbor,MI,Ann Arbor,Washtenaw,218,205.7340242
30062,Marietta,GA,Atlanta,Cobb,219,164.5744404
33186,The Crossings,FL,Miami-Fort Lauderdale,Miami-Dade,219,191.5403033
30052,Loganville,GA,Atlanta,Gwinnett,221,103.1882241
30041,Cumming,GA,Atlanta,Forsyth,222,140.9114997
75217,Dallas,TX,Dallas-Fort Worth,Dallas,223,108.8757396
33012,Hialeah,FL,Miami-Fort Lauderdale,Miami-Dade,224,188.2034632
30331,Atlanta,GA,Atlanta,Fulton,225,85.5834329
32256,Jacksonville,FL,Jacksonville,Duval,226,127.0718232
34711,Clermont,FL,Orlando,Lake,227,139.5203133
60649,Chicago,IL,Chicago,Cook,228,80.94305184
27834,Greenville,NC,Greenville,Pitt,229,91.38335634
92335,Fontana,CA,Riverside,San Bernardino,230,257.5125418
37130,Murfreesboro,TN,Nashville,Rutherford,231,132.3484188
23454,Virginia Beach,VA,Virginia Beach,Virginia Beach City,232,176.8716802
38401,Columbia,TN,Nashville,Maury,233,138.0063966
92021,El Cajon,CA,San Diego,San Diego,234,307.42913
48185,Westland,MI,Detroit,Wayne,235,119.9175543
93065,Simi Valley,CA,Ventura,Ventura,236,328.3162959
91342,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,237,322.2996516
44130,Parma Heights,OH,Cleveland,Cuyahoga,238,101.2357814
95747,Roseville,CA,Sacramento,Placer,239,228.0364858
32218,Jacksonville,FL,Jacksonville,Duval,240,104.0799334
95123,San Jose,CA,San Jose,Santa Clara,241,579.0123457
43026,Hilliard,OH,Columbus,Franklin,242,139.549739
20019,Washington,DC,Washington,District of Columbia,243,290.1234568
22193,Woodbridge,VA,Washington,Prince William,244,207.0714286
45840,Findlay,OH,Findlay,Hancock,245,106.030303
80634,Greeley,CO,Greeley,Weld,246,190.9265258
2155,Medford,MA,Boston,Middlesex,247,402.7777778
92627,Costa Mesa,CA,Los Angeles-Long Beach-Anaheim,Orange,248,493.1838565
33311,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward,249,160
85705,Tucson,AZ,Tucson,Pima,250,127.0753512
20878,Gaithersburg,MD,Washington,Montgomery,251,275.7000939
22304,Alexandria,VA,Washington,Alexandria City,252,272.2081882
30022,Johns Creek,GA,Atlanta,Fulton,252,163.273961
27858,Greenville,NC,Greenville,Pitt,254,97.22897423
23666,Hampton,VA,Virginia Beach,Hampton City,255,119.0914672
2360,Plymouth,MA,Boston,Plymouth,256,225.8945386
33064,Pompano Beach,FL,Miami-Fort Lauderdale,Broward,256,204.2860367
20001,Washington,DC,Washington,District of Columbia,258,627.004214
29072,Lexington,SC,Columbia,Lexington,259,103.6292936
33027,Miramar,FL,Miami-Fort Lauderdale,Broward,260,160.4562667
89052,Henderson,NV,Las Vegas,Clark,260,201.3118347
90011,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,262,364.4316904
75206,Dallas,TX,Dallas-Fort Worth,Dallas,263,253.4281361
11223,New York,NY,New York,Kings,264,688.1881719
32174,Ormond Beach,FL,Daytona Beach,Volusia,265,145.6521739
33063,Margate,FL,Miami-Fort Lauderdale,Broward,266,149.5843724
87121,Albuquerque,NM,Albuquerque,Bernalillo,267,118.3712121
43701,Zanesville,OH,Zanesville,Muskingum,268,93.42948718
90025,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,269,643.2526757
72401,Jonesboro,AR,Jonesboro,Craighead,270,97.65045904
90027,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,271,815.6635608
10701,Yonkers,NY,New York,Westchester,272,197.7272727
58103,Fargo,ND,Fargo,Cass,273,140.9017713
44077,Painesville,OH,Cleveland,Lake,274,103.2204789
75035,Frisco,TX,Dallas-Fort Worth,Collin,274,150.6448314
8831,Monroe,NJ,New York,Middlesex,276,196.0723192
77082,Houston,TX,Houston,Harris,277,108.974359
34953,Port Saint Lucie,FL,Port St. Lucie,Saint Lucie,278,132.6185102
94544,Hayward,CA,San Francisco,Alameda,278,459.3064402
19124,Philadelphia,PA,Philadelphia,Philadelphia,280,84.58853828
78641,Leander,TX,Austin,Williamson,281,139.665328
97402,Eugene,OR,Eugene,Lane,282,198.7794589
43228,Columbus,OH,Columbus,Franklin,283,118.936947
33313,Lauderhill,FL,Miami-Fort Lauderdale,Broward,284,87.53019324
75150,Mesquite,TX,Dallas-Fort Worth,Dallas,285,111.7078598
95051,Santa Clara,CA,San Jose,Santa Clara,286,950.6300769
20147,Ashburn,VA,Washington,Loudoun,287,231.8295739
55901,Rochester,MN,Rochester,Olmsted,288,210.4736842
23452,Virginia Beach,VA,Virginia Beach,Virginia Beach City,289,167.9481019
91710,Chino,CA,Riverside,San Bernardino,290,279.3754879
91335,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,291,398.8433526
35242,Hoover,AL,Birmingham,Jefferson,292,151.5344311
30127,Powder Springs,GA,Atlanta,Cobb,293,118.7206748
71913,Hot Springs,AR,Hot Springs,Garland,293,119.7494473
90731,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,295,419.8895028
80015,Aurora,CO,Denver,Arapahoe,296,215.95427
32225,Jacksonville,FL,Jacksonville,Duval,297,137.6118376
95687,Vacaville,CA,Vallejo,Solano,298,257.7115266
27713,Durham,NC,Durham,Durham,299,139.2171344
77840,College Station,TX,College Station,Brazos,300,130.595953
30004,Milton,GA,Atlanta,Fulton,301,168.4004362
43068,Reynoldsburg,OH,Columbus,Franklin,302,111.3525258
93550,Palmdale,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,302,189.3939394
11208,New York,NY,New York,Kings,304,424.2209632
89123,Las Vegas,NV,Las Vegas,Clark,305,176.5105227
94509,Antioch,CA,San Francisco,Contra Costa,306,266.6666667
80525,Fort Collins,CO,Fort Collins,Larimer,307,235.2298708
78501,McAllen,TX,McAllen,Hidalgo,308,89.96212121
48823,East Lansing,MI,Lansing,Ingham,309,137.8679888
63123,Affton,MO,St. Louis,Saint Louis,310,138.6966893
21215,Baltimore,MD,Baltimore,Baltimore City,311,100.255195
29464,Mount Pleasant,SC,Charleston,Charleston,312,266.5778074
60622,Chicago,IL,Chicago,Cook,313,340.3404255
7087,Union City,NJ,New York,Hudson,314,326.1290888
32828,Orlando,FL,Orlando,Orange,315,139.1514388
77057,Houston,TX,Houston,Harris,316,169.6202434
23451,Virginia Beach,VA,Virginia Beach,Virginia Beach City,317,238.3240223
23223,Richmond,VA,Richmond,Richmond City,318,135.9649123
60615,Chicago,IL,Chicago,Cook,319,156.9044286
42101,Bowling Green,KY,Bowling Green,Warren,320,111.8811881
45601,Chillicothe,OH,Chillicothe,Ross,321,97.97047069
30135,Douglasville,GA,Atlanta,Douglas,322,103.9662921
27284,Kernersville,NC,Winston-Salem,Forsyth,323,105.9147977
19446,Lansdale,PA,Philadelphia,Montgomery,324,165.2966323
14221,Amherst,NY,Buffalo,Erie,325,139.8386029
98115,Seattle,WA,Seattle,King,326,493.956044
60641,Chicago,IL,Chicago,Cook,327,259.5829749
93727,Fresno,CA,Fresno,Fresno,328,155.9562953
76116,Fort Worth,TX,Dallas-Fort Worth,Tarrant,329,143.9830508
21122,Pasadena,MD,Baltimore,Anne Arundel,330,223.9529454
93536,Lancaster,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,331,171.2742294
93535,Lancaster,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,332,160.2390005
85251,Scottsdale,AZ,Phoenix,Maricopa,333,258.5515428
60453,Oak Lawn,IL,Chicago,Cook,334,148.5305798
33319,Lauderhill,FL,Miami-Fort Lauderdale,Broward,335,96.84571429
78249,San Antonio,TX,San Antonio,Bexar,336,120.2680067
19020,Bensalem,PA,Philadelphia,Bucks,337,166.8233083
33321,Tamarac,FL,Miami-Fort Lauderdale,Broward,338,142.8787421
2301,Brockton,MA,Boston,Plymouth,339,198.5562604
95758,Elk Grove,CA,Sacramento,Sacramento,340,226.6669096
93306,Bakersfield,CA,Bakersfield,Kern,341,131.4055005
73160,Moore,OK,Oklahoma City,Cleveland,342,108.7771943
14580,Webster,NY,Rochester,Monroe,343,129.3824701
19720,New Castle,DE,Philadelphia,New Castle,344,132.3783784
89031,North Las Vegas,NV,Las Vegas,Clark,345,143.9851767
93257,Porterville,CA,Visalia,Tulare,346,138.2268827
19120,Philadelphia,PA,Philadelphia,Philadelphia,347,89.26132976
27707,Durham,NC,Durham,Durham,348,157.3511543
11204,New York,NY,New York,Kings,349,689.4642857
93307,Bakersfield,CA,Bakersfield,Kern,350,140.6636415
33467,Greenacres,FL,Miami-Fort Lauderdale,Palm Beach,351,158.9103292
22204,Arlington,VA,Washington,Arlington,352,368.8380282
20874,Germantown,MD,Washington,Montgomery,353,214.1519354
37128,Murfreesboro,TN,Nashville,Rutherford,353,133.8727679
93309,Bakersfield,CA,Bakersfield,Kern,355,136.5056337
95035,Milpitas,CA,San Jose,Santa Clara,356,664.5436147
31419,Savannah,GA,Savannah,Chatham,357,106.5560821
66061,Olathe,KS,Kansas City,Johnson,358,150.2145923
21222,Dundalk,MD,Baltimore,Baltimore,359,135.7385399
60056,Mount Prospect,IL,Chicago,Cook,360,213.2272472
27703,Durham,NC,Durham,Durham,361,133.6349752
85282,Tempe,AZ,Phoenix,Maricopa,362,172.195122
29223,Columbia,SC,Columbia,Richland,363,124.1823564
93230,Hanford,CA,Hanford,Kings,364,148.9403974
72712,Bentonville,AR,Fayetteville,Benton,365,127.6595745
29445,Goose Creek,SC,Charleston,Berkeley,366,123.3081034
75043,Garland,TX,Dallas-Fort Worth,Dallas,367,115.521327
33157,Village of Palmetto Bay,FL,Miami-Fort Lauderdale,Miami-Dade,368,206.9038814
90802,Long Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,369,508.8445558
94538,Fremont,CA,San Francisco,Alameda,370,674.1573034
37064,Franklin,TN,Nashville,Williamson,371,208.6113848
98682,Vancouver,WA,Portland,Clark,372,191.1876775
94541,Hayward,CA,San Francisco,Alameda,373,436.1904801
95076,Watsonville,CA,Santa Cruz,Santa Cruz,374,442.8515798
60085,Waukegan,IL,Chicago,Lake,375,100
98133,Shoreline,WA,Seattle,King,376,373.7922655
28601,Hickory,NC,Hickory,Catawba,377,112.4317379
77007,Houston,TX,Houston,Harris,378,204.8564871
75002,Allen,TX,Dallas-Fort Worth,Collin,379,143.5905862
92630,Lake Forest,CA,Los Angeles-Long Beach-Anaheim,Orange,380,414.7379913
93274,Tulare,CA,Visalia,Tulare,381,142.2594142
31907,Columbus,GA,Columbus,Muscogee,382,66.6204025
28216,Charlotte,NC,Charlotte,Mecklenburg,383,109.056532
38655,Oxford,MS,Oxford,Lafayette,384,157.8347796
46143,Greenwood,IN,Indianapolis,Johnson,385,106.1080177
37167,Smyrna,TN,Nashville,Rutherford,386,138.1070729
32792,Goldenrod,FL,Orlando,Seminole,387,162.1957815
92647,Huntington Beach,CA,Los Angeles-Long Beach-Anaheim,Orange,388,488.9044976
31088,Warner Robins,GA,Warner Robins,Houston,389,87.97653959
36117,Montgomery,AL,Montgomery,Montgomery,390,101.0474278
37122,Mount Juliet,TN,Nashville,Wilson,391,155.4110084
32246,Jacksonville,FL,Jacksonville,Duval,392,134.2985987
20020,Washington,DC,Washington,District of Columbia,393,250
77521,Baytown,TX,Houston,Harris,394,100.1160008
99208,Spokane,WA,Spokane,Spokane,395,198.7632509
77083,Mission Bend,TX,Houston,Fort Bend,396,94.18486947
63021,Ballwin,MO,St. Louis,Saint Louis,397,150.6251493
30909,Augusta,GA,Augusta,Richmond,398,95.77090726
29681,Simpsonville,SC,Greenville,Greenville,399,110.7894844
28205,Charlotte,NC,Charlotte,Mecklenburg,400,218.5146114
30253,McDonough,GA,Atlanta,Henry,401,90.72825701
29485,Summerville,SC,Charleston,Dorchester,402,125.4362416
92104,San Diego,CA,San Diego,San Diego,403,560.5045912
92115,San Diego,CA,San Diego,San Diego,403,420.9277774
90631,La Habra,CA,Los Angeles-Long Beach-Anaheim,Orange,405,381.4343845
15301,Washington,PA,Pittsburgh,Washington,406,114.2165493
6516,West Haven,CT,New Haven,New Haven,407,148.9169675
27705,Durham,NC,Durham,Durham,408,153.6445429
97045,Oregon City,OR,Portland,Clackamas,409,218.193965
1960,Peabody,MA,Boston,Essex,410,280.2264162
17331,Penn,PA,York,York,411,122.6255162
32608,Gainesville,FL,Gainesville,Alachua,411,141.5498173
78758,Austin,TX,Austin,Travis,413,196.3217642
11203,New York,NY,New York,Kings,414,404.115099
33511,Brandon,FL,Tampa,Hillsborough,415,127.9232112
63129,Oakville,MO,St. Louis,Saint Louis,416,129.5106124
85022,Phoenix,AZ,Phoenix,Maricopa,417,166.6993624
92154,San Diego,CA,San Diego,San Diego,418,289.6338409
85204,Mesa,AZ,Phoenix,Maricopa,419,155.8609706
94513,Brentwood,CA,San Francisco,Contra Costa,420,261.351755
87124,Rio Rancho,NM,Albuquerque,Sandoval,421,112.1044683
78251,San Antonio,TX,San Antonio,Bexar,422,96.54566745
78741,Austin,TX,Austin,Travis,423,208.4466527
89110,Las Vegas,NV,Las Vegas,Clark,424,140.4853129
92646,Huntington Beach,CA,Los Angeles-Long Beach-Anaheim,Orange,424,476.006192
94587,Union City,CA,San Francisco,Alameda,426,548.4903934
37040,Clarksville,TN,Clarksville,Montgomery,427,107.5096899
74133,Tulsa,OK,Tulsa,Tulsa,428,89.83224004
98122,Seattle,WA,Seattle,King,429,606.870229
11220,New York,NY,New York,Kings,430,728.6308823
85301,Glendale,AZ,Phoenix,Maricopa,431,111.7243284
30066,Marietta,GA,Atlanta,Cobb,432,144.6299388
21224,Baltimore,MD,Baltimore,Baltimore City,433,196.1890606
28215,Charlotte,NC,Charlotte,Mecklenburg,434,114.1611703
20852,North Bethesda,MD,Washington,Montgomery,435,332.5701081
85142,Queen Creek,AZ,Phoenix,Pinal,436,136.2954545
33458,Jupiter,FL,Miami-Fort Lauderdale,Palm Beach,437,220.5748576
98632,Longview,WA,Longview,Cowlitz,438,163.6298932
95355,Modesto,CA,Modesto,Stanislaus,439,194.2643354
83301,Twin Falls,ID,Twin Falls,Twin Falls,440,124.7852332
