Date,RegionID,RegionName,State,Metro,County,City,SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakMonth,PeakQuarter,PeakZHVI,PctFallFromPeak,LastTimeAtCurrZHVI
7/31/2018,61639,10025,NY,New York,New York,New York,0,1112600,-0.005541652,-0.012777285,0.012927895,,,2017-12,2017-Q4,1142100,-0.025829612,2017-10
7/31/2018,84654,60657,IL,Chicago,Cook,Chicago,1,344200,-0.004626952,-0.01460063,0.000290613,,,2018-03,2018-Q1,350800,-0.018814139,2017-10
7/31/2018,61637,10023,NY,New York,New York,New York,2,1478100,-0.017286085,-0.020736717,-0.086125881,,,2016-12,2016-Q4,1621200,-0.08826795,2015-07
7/31/2018,90668,75070,TX,Dallas-Fort Worth,Collin,McKinney,3,322400,-0.002166512,0.000620732,0.049820905,,,2018-06,2018-Q2,323100,-0.002166512,2018-05
7/31/2018,91982,77494,TX,Houston,Harris,Katy,4,336600,0.00238237,0.012635379,0.04925187,,,2018-07,2018-Q3,336600,0,2018-07
7/31/2018,84616,60614,IL,Chicago,Cook,Chicago,5,426000,0.001881468,-0.000938086,0.011876485,,,2018-03,2018-Q1,427900,-0.00444029,2018-02
7/31/2018,93144,79936,TX,El Paso,El Paso,El Paso,6,123300,0.003254679,0.016488046,0.034395973,,,2007-10,2007-Q4,132400,-0.068731118,2007-03
7/31/2018,91733,77084,TX,Houston,Harris,Houston,7,166400,0.003013864,0.013398295,0.055837563,,,2018-07,2018-Q3,166400,0,2018-07
7/31/2018,61616,10002,NY,New York,New York,New York,8,1013500,0.002770357,0.018695346,0.018388264,,,2018-07,2018-Q3,1013500,0,2018-07
7/31/2018,61807,10467,NY,New York,Bronx,New York,9,410200,0.010096035,0.028327902,0.116494284,,,2018-07,2018-Q3,410200,0,2018-07
7/31/2018,84640,60640,IL,Chicago,Cook,Chicago,10,239000,-0.005409904,-0.011579818,-0.004995837,,,2007-01,2007-Q1,270000,-0.114814815,2004-10
7/31/2018,91940,77449,TX,Houston,Harris,Katy,11,176900,0.000565611,0.00340329,0.06182473,,,2018-07,2018-Q3,176900,0,2018-07
7/31/2018,97564,94109,CA,San Francisco,San Francisco,San Francisco,12,1259200,0.006715702,0.015565771,0.052402842,,,2018-01,2018-Q1,1260000,-0.000634921,2018-01
7/31/2018,62037,11226,NY,New York,Kings,New York,13,827900,0.011484423,0.057748818,0.237333732,,,2018-07,2018-Q3,827900,0,2018-07
7/31/2018,61630,10016,NY,New York,New York,New York,14,1042100,-0.004775093,0.004821136,-0.003156686,,,2017-02,2017-Q1,1091200,-0.044996334,2016-03
7/31/2018,71831,32162,FL,The Villages,Sumter,The Villages,15,258200,0.005451713,0.016935801,0.043232323,,,2018-07,2018-Q3,258200,0,2018-07
7/31/2018,62087,11375,NY,New York,Queens,New York,16,971100,-0.004102143,-0.005529954,0.033634912,,,2018-05,2018-Q2,976800,-0.005835381,2018-03
7/31/2018,62045,11235,NY,New York,Kings,New York,17,729100,-0.001506437,0.00096101,0.073152782,,,2018-06,2018-Q2,730200,-0.001506437,2018-05
7/31/2018,74101,37013,TN,Nashville,Davidson,Nashville,18,209200,0.006737247,0.020985847,0.142545057,,,2018-07,2018-Q3,209200,0,2018-07
7/31/2018,96107,90250,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Hawthorne,19,623300,0.004836369,0.01514658,0.081742451,,,2018-07,2018-Q3,623300,0,2018-07
7/31/2018,84646,60647,IL,Chicago,Cook,Chicago,20,384100,-0.00492228,-0.002596728,0.022086216,,,2018-05,2018-Q2,386300,-0.005695056,2018-04
7/31/2018,74242,37211,TN,Nashville,Davidson,Nashville,21,253100,0.002376238,0.011186576,0.098524306,,,2018-07,2018-Q3,253100,0,2018-07
7/31/2018,61623,10009,NY,New York,New York,New York,22,1158400,-0.009152339,-0.01345597,-0.042407208,,,2017-06,2017-Q2,1219300,-0.049946691,2016-11
7/31/2018,92593,78660,TX,Austin,Travis,Pflugerville,23,245300,0.002861815,0.007392197,0.046055437,,,2018-07,2018-Q3,245300,0,2018-07
7/31/2018,84620,60618,IL,Chicago,Cook,Chicago,24,387800,-0.00385307,-0.012980402,0.020526316,,,2018-03,2018-Q1,393100,-0.013482574,2018-02
7/31/2018,61643,10029,NY,New York,New York,New York,25,788200,-0.009425663,-0.015488384,0.026836894,,,2018-05,2018-Q2,801600,-0.016716567,2017-10
7/31/2018,61625,10011,NY,New York,New York,New York,26,1701000,-0.012997563,-0.028388645,-0.038874449,,,2016-08,2016-Q3,1825000,-0.067945205,2014-08
7/31/2018,61703,10128,NY,New York,New York,New York,27,1260100,-7.93525E-05,0.016045799,0.02983001,,,2018-06,2018-Q2,1260200,-7.93525E-05,2018-06
7/31/2018,92036,77573,TX,Houston,Galveston,League City,28,264100,0.003038359,0.014208909,0.067933684,,,2018-07,2018-Q3,264100,0,2018-07
7/31/2018,92045,77584,TX,Houston,Brazoria,Pearland,29,262000,0.003831418,0.018662519,0.053054662,,,2018-07,2018-Q3,262000,0,2018-07
7/31/2018,69816,28269,NC,Charlotte,Mecklenburg,Charlotte,30,198700,0.004042446,0.010681587,0.086980306,,,2018-07,2018-Q3,198700,0,2018-07
7/31/2018,93123,79912,TX,El Paso,El Paso,El Paso,31,187700,0,0.007514761,0.041042707,,,2018-07,2018-Q3,187700,0,2018-07
7/31/2018,92515,78572,TX,McAllen,Hidalgo,Mission,32,106200,0.000942507,0.014326648,0.080366226,,,2018-07,2018-Q3,106200,0,2018-07
7/31/2018,97771,94565,CA,San Francisco,Contra Costa,Pittsburg,33,425500,0.001412097,0.013819395,0.094393004,,,2006-01,2006-Q1,465400,-0.085732703,2005-05
7/31/2018,71067,30349,GA,Atlanta,Clayton,Riverdale,34,127500,0.000784929,0.012708499,0.085106383,,,2007-09,2007-Q3,150400,-0.152260638,2001-09
7/31/2018,66126,20002,DC,Washington,District of Columbia,Washington,35,651900,0.007106442,0.021466625,0.076275384,,,2018-07,2018-Q3,651900,0,2018-07
7/31/2018,96027,90046,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,36,1452400,0.00137893,0.014104175,0.066764598,,,2018-07,2018-Q3,1452400,0,2018-07
7/31/2018,92271,78130,TX,San Antonio,Comal,New Braunfels,37,226200,0.001328021,0.018918919,0.091172214,,,2018-07,2018-Q3,226200,0,2018-07
7/31/2018,92551,78613,TX,Austin,Williamson,Cedar Park,38,293400,-0.00102145,-0.003735144,0.020876827,,,2018-03,2018-Q1,295000,-0.005423729,2018-01
7/31/2018,66133,20009,DC,Washington,District of Columbia,Washington,39,552200,0.00090629,-0.000723851,-0.011634151,,,2017-07,2017-Q3,558700,-0.011634151,2017-02
7/31/2018,90654,75052,TX,Dallas-Fort Worth,Dallas,Grand Prairie,40,206500,0.003889159,0.016240157,0.108427268,,,2018-07,2018-Q3,206500,0,2018-07
7/31/2018,61802,10462,NY,New York,Bronx,New York,41,144400,0.012622721,0.031428571,0.137903861,,,2018-07,2018-Q3,144400,0,2018-07
7/31/2018,74126,37042,TN,Clarksville,Montgomery,Clarksville,42,133700,0.005263158,0.022171254,0.071314103,,,2018-07,2018-Q3,133700,0,2018-07
7/31/2018,61617,10003,NY,New York,New York,New York,43,1714000,-0.004530143,0.005455505,0.059659969,,,2018-06,2018-Q2,1721800,-0.004530143,2018-05
7/31/2018,91922,77429,TX,Houston,Harris,Cypress,44,244700,-0.00081666,0.00369155,0.035109983,,,2018-06,2018-Q2,244900,-0.00081666,2018-06
7/31/2018,62017,11206,NY,New York,Kings,New York,45,712800,0.019159279,0.046849758,0.15227934,,,2018-07,2018-Q3,712800,0,2018-07
7/31/2018,86026,63376,MO,St. Louis,Saint Charles,Saint Peters,46,196300,0.004605937,0.018153527,0.052546917,,,2018-07,2018-Q3,196300,0,2018-07
7/31/2018,84615,60613,IL,Chicago,Cook,Chicago,47,236500,-0.009631491,-0.021918941,0.014150943,,,2006-04,2006-Q2,262700,-0.099733536,2004-04
7/31/2018,91968,77479,TX,Houston,Fort Bend,Sugar Land,48,370100,-0.001079622,0.00027027,0.017317207,,,2018-06,2018-Q2,370500,-0.001079622,2018-06
7/31/2018,70829,30044,GA,Atlanta,Gwinnett,Lawrenceville,49,188900,0.006393181,0.027747552,0.119739182,,,2018-07,2018-Q3,188900,0,2018-07
7/31/2018,89925,73099,OK,Oklahoma City,Canadian,Yukon,50,163600,0.003680982,0.006769231,0.021861337,,,2018-07,2018-Q3,163600,0,2018-07
7/31/2018,91926,77433,TX,Houston,Harris,Cypress,51,254800,0,0.004731861,0.04,,,2018-07,2018-Q3,254800,0,2018-07
7/31/2018,61803,10463,NY,New York,Bronx,New York,52,683400,0.008262024,0.029061888,0.129026929,,,2018-07,2018-Q3,683400,0,2018-07
7/31/2018,62040,11230,NY,New York,Kings,New York,53,1076100,0.0110871,0.0396097,0.107554549,,,2018-07,2018-Q3,1076100,0,2018-07
7/31/2018,84630,60629,IL,Chicago,Cook,Chicago,54,164800,-0.000606428,0.008567931,0.05169113,,,2007-01,2007-Q1,238400,-0.308724832,2003-11
7/31/2018,62020,11209,NY,New York,Kings,New York,55,980100,0.003378378,0.008022215,0.020512287,,,2018-01,2018-Q1,983400,-0.003355705,2017-12
7/31/2018,84627,60625,IL,Chicago,Cook,Chicago,56,293400,-0.004748982,-0.014775017,0.021232162,,,2007-04,2007-Q2,328700,-0.107392759,2005-02
7/31/2018,70828,30043,GA,Atlanta,Gwinnett,Lawrenceville,57,231600,0.003031615,0.016235191,0.090909091,,,2018-07,2018-Q3,231600,0,2018-07
7/31/2018,90637,75034,TX,Dallas-Fort Worth,Collin,Frisco,58,432600,-0.000231107,0.00231696,0.059515062,,,2018-06,2018-Q2,432700,-0.000231107,2018-05
7/31/2018,62023,11212,NY,New York,Kings,New York,59,437900,0.005510907,0.021936989,0.155408971,,,2018-07,2018-Q3,437900,0,2018-07
7/31/2018,90823,75287,TX,Dallas-Fort Worth,Dallas,Dallas,60,327100,-0.000305623,0.014578164,0.083830351,,,2018-06,2018-Q2,327200,-0.000305623,2018-06
7/31/2018,69823,28277,NC,Charlotte,Mecklenburg,Charlotte,61,347800,0.00115141,0.006948466,0.04350435,,,2018-07,2018-Q3,347800,0,2018-07
7/31/2018,94748,85032,AZ,Phoenix,Maricopa,Phoenix,62,257300,0.009019608,0.025508171,0.073873122,,,2006-06,2006-Q2,260900,-0.01379839,2006-03
7/31/2018,60545,7030,NJ,New York,Hudson,Hoboken,63,749600,-0.005967378,-0.025860949,-0.033148459,,,2017-10,2017-Q4,783400,-0.043145264,2017-05
7/31/2018,62025,11214,NY,New York,Kings,New York,64,717100,0.006597417,0.027952982,0.087338893,,,2018-07,2018-Q3,717100,0,2018-07
7/31/2018,66843,21234,MD,Baltimore,Baltimore,Parkville,65,206100,0.00487567,0.016773557,0.07792887,,,2007-07,2007-Q3,227900,-0.095655989,2005-12
7/31/2018,72463,33160,FL,Miami-Fort Lauderdale,Miami-Dade,Sunny Isles Beach,66,347200,0.001731102,0.015798713,0.058213959,,,2006-07,2006-Q3,398200,-0.128076344,2005-10
7/31/2018,92481,78521,TX,Brownsville,Cameron,Brownsville,67,71800,-0.004160888,0.022792023,0.065281899,,,2018-06,2018-Q2,72100,-0.004160888,2018-06
7/31/2018,67732,23464,VA,Virginia Beach,Virginia Beach City,Virginia Beach,68,252500,0.002381898,0.01,0.001189532,,,2007-05,2007-Q2,265800,-0.050037622,2005-10
7/31/2018,91726,77077,TX,Houston,Harris,Houston,69,304900,-0.004245591,-0.011028219,0.011612475,,,2018-04,2018-Q2,308300,-0.011028219,2018-02
7/31/2018,97711,94501,CA,San Francisco,Alameda,Alameda,70,998600,-0.002397602,-0.005180315,0.077703432,,,2018-03,2018-Q1,1006200,-0.00755317,2018-02
7/31/2018,70874,30096,GA,Atlanta,Gwinnett,Duluth,71,225200,0.007606264,0.028310502,0.106090373,,,2018-07,2018-Q3,225200,0,2018-07
7/31/2018,92617,78704,TX,Austin,Travis,Austin,72,514800,0.005272408,0.021023403,0.056,,,2018-07,2018-Q3,514800,0,2018-07
7/31/2018,99534,98052,WA,Seattle,King,Redmond,73,838600,-0.006751155,-0.000953062,0.083322568,,,2018-06,2018-Q2,844300,-0.006751155,2018-02
7/31/2018,91889,77379,TX,Houston,Harris,Tomball,74,246900,0.001216545,0.005702648,0.029178825,,,2018-07,2018-Q3,246900,0,2018-07
7/31/2018,90795,75243,TX,Dallas-Fort Worth,Dallas,Dallas,75,212100,-0.001882353,0.014832536,0.157751092,,,2018-06,2018-Q2,212500,-0.001882353,2018-06
7/31/2018,62032,11221,NY,New York,Kings,New York,76,954800,0.004523935,0.011547833,0.111136972,,,2018-07,2018-Q3,954800,0,2018-07
7/31/2018,92341,78245,TX,San Antonio,Bexar,San Antonio,77,170200,0.00472255,0.011289364,0.06641604,,,2018-07,2018-Q3,170200,0,2018-07
7/31/2018,62039,11229,NY,New York,Kings,New York,78,764100,0.001704248,0.005394737,0.075742644,,,2018-07,2018-Q3,764100,0,2018-07
7/31/2018,61148,8701,NJ,New York,Ocean,Lakewood,79,327700,0.00429053,0.013296228,0.038998098,,,2006-08,2006-Q3,329400,-0.005160899,2006-05
7/31/2018,84621,60619,IL,Chicago,Cook,Chicago,80,128500,-0.003875969,-0.00925212,0.023904382,,,2007-11,2007-Q4,178600,-0.280515118,2004-05
7/31/2018,96015,90034,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,81,1273300,0.003230381,0.012967383,0.10625543,,,2018-07,2018-Q3,1273300,0,2018-07
7/31/2018,97565,94110,CA,San Francisco,San Francisco,San Francisco,82,1575100,0.008774177,0.035704892,0.088151986,,,2018-07,2018-Q3,1575100,0,2018-07
7/31/2018,92598,78666,TX,Austin,Hays,San Marcos,83,206800,0.00339641,0.015717092,0.087848501,,,2018-07,2018-Q3,206800,0,2018-07
7/31/2018,70810,30024,GA,Atlanta,Gwinnett,Suwanee,84,348600,0.000861326,0.007223346,0.057645631,,,2018-07,2018-Q3,348600,0,2018-07
7/31/2018,84612,60610,IL,Chicago,Cook,Chicago,85,293800,-0.002038043,-0.01541555,-0.016075017,,,2017-11,2017-Q4,304400,-0.034822602,2016-11
7/31/2018,61633,10019,NY,New York,New York,New York,86,1296400,-0.002692515,0.011627,0.006834421,,,2016-02,2016-Q1,1353600,-0.042257683,2015-10
7/31/2018,77007,44107,OH,Cleveland,Cuyahoga,Lakewood,87,178200,0.002813731,0.021203438,0.07738815,,,2018-07,2018-Q3,178200,0,2018-07
7/31/2018,90665,75067,TX,Dallas-Fort Worth,Denton,Lewisville,88,246800,0.004477004,0.01563786,0.108715184,,,2018-07,2018-Q3,246800,0,2018-07
7/31/2018,72363,33025,FL,Miami-Fort Lauderdale,Broward,Miramar,89,236400,0.004248088,0.026933102,0.106223678,,,2006-12,2006-Q4,279500,-0.154203936,2005-09
7/31/2018,72578,33411,FL,Miami-Fort Lauderdale,Palm Beach,Royal Palm Beach,90,287000,0.004550228,0.008432888,0.066518023,,,2006-06,2006-Q2,333000,-0.138138138,2005-06
7/31/2018,72442,33139,FL,Miami-Fort Lauderdale,Miami-Dade,Miami Beach,91,351200,-0.003687943,-0.025256731,-0.057181208,,,2016-06,2016-Q2,385100,-0.088029083,2014-12
7/31/2018,62088,11377,NY,New York,Queens,New York,92,737400,0.003674969,0.011106541,0.047740835,,,2018-07,2018-Q3,737400,0,2018-07
7/31/2018,96025,90044,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,93,418400,0.000717532,0.002635993,0.092143044,,,2007-02,2007-Q1,420500,-0.004994055,2006-11
7/31/2018,79054,48197,MI,Ann Arbor,Washtenaw,Ypsilanti,94,215900,0.006996269,0.039980732,0.102092905,,,2018-07,2018-Q3,215900,0,2018-07
7/31/2018,58669,2169,MA,Boston,Norfolk,Quincy,95,423000,0.00308276,0.011235955,0.097276265,,,2018-07,2018-Q3,423000,0,2018-07
7/31/2018,67730,23462,VA,Virginia Beach,Virginia Beach City,Virginia Beach,96,197400,0.004069176,0.011270492,0.020682523,,,2007-08,2007-Q3,214000,-0.077570093,2005-12
7/31/2018,96239,90805,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Long Beach,97,454700,0.001983253,0.005973451,0.07240566,,,2006-08,2006-Q3,460200,-0.011951326,2006-05
7/31/2018,87074,66062,KS,Kansas City,Johnson,Olathe,98,258900,0.002711077,0.017288802,0.068510111,,,2018-07,2018-Q3,258900,0,2018-07
7/31/2018,76953,44035,OH,Cleveland,Lorain,Elyria,99,93200,0.008658009,0.026431718,0.068807339,,,2006-04,2006-Q2,116000,-0.196551724,2000-09
7/31/2018,98325,95630,CA,Sacramento,Sacramento,Folsom,100,537000,0.005241483,0.011299435,0.037881716,,,2018-07,2018-Q3,537000,0,2018-07
7/31/2018,96193,90650,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Norwalk,101,474600,0.00105463,0.001477105,0.053964024,,,2006-08,2006-Q3,495500,-0.042179617,2006-03
7/31/2018,62044,11234,NY,New York,Kings,New York,102,596900,0.003699344,0.019122418,0.090228311,,,2018-07,2018-Q3,596900,0,2018-07
7/31/2018,96990,92683,CA,Los Angeles-Long Beach-Anaheim,Orange,Westminster,103,662300,0.00622911,0.018766344,0.071682848,,,2018-07,2018-Q3,662300,0,2018-07
7/31/2018,95048,85710,AZ,Tucson,Pima,Tucson,104,172200,0.001745201,0.001745201,0.062962963,,,2006-05,2006-Q2,205500,-0.162043796,2005-05
7/31/2018,92654,78745,TX,Austin,Travis,Austin,105,299300,0.00335233,0.013545547,0.047235829,,,2018-07,2018-Q3,299300,0,2018-07
7/31/2018,62067,11355,NY,New York,Queens,New York,106,725500,0.011008919,0.039547213,0.07913134,,,2018-07,2018-Q3,725500,0,2018-07
7/31/2018,61790,10314,NY,New York,Richmond,New York,107,522200,0.003458878,0.021517997,0.085429225,,,2018-07,2018-Q3,522200,0,2018-07
7/31/2018,71005,30281,GA,Atlanta,Henry,Stockbridge,108,155500,0.003873467,0.013029316,0.07463718,,,2007-04,2007-Q2,160400,-0.030548628,2006-04
7/31/2018,71864,32210,FL,Jacksonville,Duval,Jacksonville,109,131600,0.006116208,0.022533023,0.15034965,,,2007-01,2007-Q1,145000,-0.092413793,2006-01
7/31/2018,74156,37075,TN,Nashville,Sumner,Hendersonville,110,282100,0.0075,0.02432825,0.095959596,,,2018-07,2018-Q3,282100,0,2018-07
7/31/2018,97764,94558,CA,Napa,Napa,Napa,111,660000,0.004719135,0.006097561,0.042160114,,,2018-07,2018-Q3,660000,0,2018-07
7/31/2018,84613,60611,IL,Chicago,Cook,Chicago,112,343600,-0.005787037,-0.016036655,-0.029926595,,,2006-05,2006-Q2,374200,-0.081774452,2005-07
7/31/2018,62026,11215,NY,New York,Kings,New York,113,1304500,-0.000536316,0.000997545,0.085816547,,,2018-05,2018-Q2,1306400,-0.001454378,2018-05
7/31/2018,96007,90026,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,114,937000,0.005256947,0.011332974,0.094881982,,,2018-07,2018-Q3,937000,0,2018-07
7/31/2018,94820,85225,AZ,Phoenix,Maricopa,Chandler,115,258300,0.005058366,0.014931238,0.087578947,,,2006-05,2006-Q2,268900,-0.039419859,2006-01
7/31/2018,96545,91910,CA,San Diego,San Diego,Chula Vista,116,525300,0.000190404,0.00038088,0.063575623,,,2005-07,2005-Q3,537800,-0.023242841,2005-03
7/31/2018,95306,87111,NM,Albuquerque,Bernalillo,Albuquerque,117,264500,0.001893939,0.004176158,0.069983819,,,2018-07,2018-Q3,264500,0,2018-07
7/31/2018,69672,28027,NC,Charlotte,Cabarrus,Concord,118,222900,0.010426111,0.026243094,0.095870206,,,2018-07,2018-Q3,222900,0,2018-07
7/31/2018,60081,6010,CT,Hartford,Hartford,Bristol,119,187700,-0.002126528,-0.006878307,0.027929901,,,2007-01,2007-Q1,222500,-0.156404494,2004-08
7/31/2018,92336,78240,TX,San Antonio,Bexar,San Antonio,120,185100,0.001623377,0.007072905,0.045172219,,,2018-07,2018-Q3,185100,0,2018-07
7/31/2018,95309,87114,NM,Albuquerque,Bernalillo,Albuquerque,121,218000,0.00275989,0.006463527,0.057738962,,,2007-08,2007-Q3,218600,-0.002744739,2007-06
7/31/2018,95804,89108,NV,Las Vegas,Clark,Las Vegas,122,209400,0.012083132,0.042828685,0.20206659,,,2006-07,2006-Q3,252300,-0.170035672,2005-02
7/31/2018,94890,85308,AZ,Phoenix,Maricopa,Glendale,123,285200,0.005287275,0.013143872,0.064973861,,,2006-04,2006-Q2,330900,-0.13810819,2005-08
7/31/2018,62022,11211,NY,New York,Kings,New York,124,972800,-0.002358732,-0.000308293,0.027460921,,,2017-11,2017-Q4,979900,-0.007245637,2017-10
7/31/2018,65133,17603,PA,Lancaster,Lancaster,Lancaster,125,158400,0.00635324,0.022595223,0.072444144,,,2018-07,2018-Q3,158400,0,2018-07
7/31/2018,97431,93722,CA,Fresno,Fresno,Fresno,126,244700,0.00369155,0.017040732,0.067160925,,,2006-04,2006-Q2,314000,-0.220700637,2004-11
7/31/2018,93263,80134,CO,Denver,Douglas,Parker,127,463900,0.000862999,0.00064711,0.055277525,,,2018-07,2018-Q3,463900,0,2018-07
7/31/2018,79040,48180,MI,Detroit,Wayne,Taylor,128,99000,0.003039514,0.020618557,0.136624569,,,2005-09,2005-Q3,126500,-0.217391304,2000-07
7/31/2018,94870,85281,AZ,Phoenix,Maricopa,Tempe,129,240900,0.002914238,0.00921659,0.062637847,,,2006-06,2006-Q2,246500,-0.022718053,2006-03
7/31/2018,92520,78577,TX,McAllen,Hidalgo,Pharr,130,88900,0.004519774,0.02301496,0.131043257,,,2018-07,2018-Q3,88900,0,2018-07
7/31/2018,97740,94533,CA,Vallejo,Solano,Fairfield,131,381700,0.004473684,0.020315424,0.107339716,,,2006-05,2006-Q2,432000,-0.116435185,2005-04
7/31/2018,64180,15601,PA,Pittsburgh,Westmoreland,Greensburg,132,149600,0.003353454,0.016995241,0.053521127,,,2018-07,2018-Q3,149600,0,2018-07
7/31/2018,98304,95608,CA,Sacramento,Sacramento,Carmichael,133,408600,0.005413386,0.019970045,0.062955255,,,2005-11,2005-Q4,437000,-0.064988558,2005-02
7/31/2018,76511,43081,OH,Columbus,Franklin,Westerville,134,222100,0.00180424,0.012767898,0.079727759,,,2018-07,2018-Q3,222100,0,2018-07
7/31/2018,76971,44060,OH,Cleveland,Lake,Mentor,135,173500,0.006964597,0.022392457,0.073638614,,,2018-07,2018-Q3,173500,0,2018-07
7/31/2018,93203,80013,CO,Denver,Arapahoe,Aurora,136,336600,0.00059453,0.004176611,0.089320388,,,2018-07,2018-Q3,336600,0,2018-07
7/31/2018,72362,33024,FL,Miami-Fort Lauderdale,Broward,Pembroke Pines,137,269800,0.00446761,0.019652305,0.106644791,,,2006-11,2006-Q4,286200,-0.057302586,2006-03
7/31/2018,66705,20906,MD,Washington,Montgomery,Silver Spring,138,338500,0.002368967,0.011353451,0.059799624,,,2006-06,2006-Q2,396600,-0.146495209,2005-01
7/31/2018,72347,33009,FL,Miami-Fort Lauderdale,Broward,Hallandale,139,209900,0.002866699,0.014990329,0.111758475,,,2006-08,2006-Q3,263700,-0.204019719,2005-05
7/31/2018,96047,90066,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,140,1406900,0.002065527,0.002279689,0.044934641,,,2018-03,2018-Q1,1407000,-7.10732E-05,2018-03
7/31/2018,76534,43123,OH,Columbus,Franklin,Grove City,141,177500,0.005096263,0.02482679,0.079683698,,,2018-07,2018-Q3,177500,0,2018-07
7/31/2018,99142,97229,OR,Portland,Multnomah,Portland,142,553900,0.003078595,0.009476946,0.024223373,,,2018-07,2018-Q3,553900,0,2018-07
7/31/2018,91198,76028,TX,Dallas-Fort Worth,Johnson,Burleson,143,211200,0.009077879,0.031753786,0.11627907,,,2018-07,2018-Q3,211200,0,2018-07
7/31/2018,96467,91709,CA,Riverside,San Bernardino,Chino Hills,144,675100,0.004164807,0.012903226,0.034794605,,,2018-07,2018-Q3,675100,0,2018-07
7/31/2018,62093,11385,NY,New York,Queens,New York,145,663100,0.002418745,0.019526445,0.076810653,,,2018-07,2018-Q3,663100,0,2018-07
7/31/2018,94940,85364,AZ,Yuma,Yuma,Yuma,146,133900,0.009042954,0.026840491,0.066932271,,,2006-10,2006-Q4,177100,-0.243929983,2005-05
7/31/2018,62085,11373,NY,New York,Queens,New York,147,579100,0.010469377,0.03669889,0.075994054,,,2018-07,2018-Q3,579100,0,2018-07
7/31/2018,63776,14850,NY,Ithaca,Tompkins,Ithaca,148,243300,0.001646768,-0.009364821,0.01332778,,,2018-03,2018-Q1,247400,-0.016572352,2018-01
7/31/2018,87019,65807,MO,Springfield,Greene,Springfield,149,127600,0.005516154,0.024077047,0.094339623,,,2018-07,2018-Q3,127600,0,2018-07
7/31/2018,99500,98012,WA,Seattle,Snohomish,Bothell,150,579000,0.002423823,0.017217147,0.150178784,,,2018-07,2018-Q3,579000,0,2018-07
7/31/2018,91950,77459,TX,Houston,Fort Bend,Missouri City,151,271700,-0.001102941,0.001474383,0.026057402,,,2018-05,2018-Q2,272100,-0.001470048,2018-05
7/31/2018,96987,92677,CA,Los Angeles-Long Beach-Anaheim,Orange,Laguna Niguel,152,854600,0.002110694,0.010284904,0.055452637,,,2018-07,2018-Q3,854600,0,2018-07
7/31/2018,98432,95823,CA,Sacramento,Sacramento,Sacramento,153,274000,0.005504587,0.012190617,0.058323677,,,2005-12,2005-Q4,320800,-0.145885287,2004-11
7/31/2018,72901,33908,FL,Fort Myers,Lee,Fort Myers,154,242600,0.003723624,0.01336675,0.034100597,,,2006-06,2006-Q2,331400,-0.267954134,2004-12
7/31/2018,77094,44256,OH,Cleveland,Medina,Medina,155,220600,0.003183265,0.021769338,0.082965145,,,2018-07,2018-Q3,220600,0,2018-07
7/31/2018,58660,2148,MA,Boston,Middlesex,Malden,156,454100,0.004868334,0.023669973,0.085844094,,,2018-07,2018-Q3,454100,0,2018-07
7/31/2018,84622,60620,IL,Chicago,Cook,Chicago,157,133700,0.002248876,0.015957447,0.074758842,,,2008-02,2008-Q1,162500,-0.177230769,2004-12
7/31/2018,61642,10028,NY,New York,New York,New York,158,1553400,-0.011517658,-0.01415244,-0.050953079,,,2017-06,2017-Q2,1644200,-0.055224425,2017-01
7/31/2018,69340,27410,NC,,Guilford,Greensboro,159,218200,0.006457565,0.022014052,0.065429688,,,2018-07,2018-Q3,218200,0,2018-07
7/31/2018,77400,45011,OH,Cincinnati,Butler,Hamilton,160,192900,0.002077922,0.020095188,0.065157372,,,2018-07,2018-Q3,192900,0,2018-07
7/31/2018,91221,76063,TX,Dallas-Fort Worth,Tarrant,Mansfield,161,271900,0.001473297,0.007410152,0.058388478,,,2018-07,2018-Q3,271900,0,2018-07
7/31/2018,72737,33647,FL,Tampa,Hillsborough,Tampa,162,283900,-0.001406964,-0.006300315,0.041452678,,,2006-07,2006-Q3,337300,-0.158316039,2005-08
7/31/2018,97023,92804,CA,Los Angeles-Long Beach-Anaheim,Orange,Anaheim,163,574700,0.002442002,0.011083744,0.058964437,,,2006-07,2006-Q3,590900,-0.027415806,2006-02
7/31/2018,62048,11238,NY,New York,Kings,New York,164,1037900,-0.010204082,-0.006033327,0.042382244,,,2018-05,2018-Q2,1052200,-0.013590572,2018-04
7/31/2018,84635,60634,IL,Chicago,Cook,Chicago,165,266300,-0.003368263,0.005664653,0.073357517,,,2006-08,2006-Q3,348200,-0.23520965,2004-01
7/31/2018,61169,8753,NJ,New York,Ocean,Toms River,166,266800,0.003384731,0.017932087,0.044227006,,,2006-07,2006-Q3,330300,-0.19224947,2004-08
