Zip,City,State,Metro,CountyName,SizeRank,Latitude,Longitude
10025,New York,NY,New York,New York,1,40.798664,-73.967778
60657,Chicago,IL,Chicago,Cook,2,41.940293,-87.646857
75070,McKinney,TX,Dallas-Fort Worth,Collin,3,33.158811,-96.627896
77494,Katy,TX,Houston,Harris,4,29.942646,-95.794584
60614,Chicago,IL,Chicago,Cook,5,41.922714,-87.649578
79936,El Paso,TX,El Paso,El Paso,6,31.776593,-106.296977
77084,Houston,TX,Houston,Harris,7,29.827486,-95.65992
10002,New York,NY,New York,New York,8,40.707647,-74.011353
60640,Chicago,IL,Chicago,Cook,9,41.972872,-87.662604
926,San Juan,NC,Durham,Chatham,10,0,0
77449,Katy,TX,Houston,Harris,11,29.837562,-95.733756
94109,San Francisco,CA,San Francisco,San Francisco,12,37.795219,-122.420782
11226,New York,NY,New York,Kings,13,40.644962,-73.956304
10016,New York,NY,New York,New York,14,40.745527,-73.978449
32162,The Villages,FL,The Villages,Sumter,15,28.940109,-81.983397
11375,New York,NY,New York,Queens,16,40.723041,-73.843688
11235,New York,NY,New York,Kings,17,40.584455,-73.948402
37013,Nashville,TN,Nashville,Davidson,18,36.036032,-86.645598
90250,Hawthorne,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,19,33.914775,-118.348083
60647,Chicago,IL,Chicago,Cook,20,41.921215,-87.701028
37211,Nashville,TN,Nashville,Davidson,21,36.070359,-86.718347
10009,New York,NY,New York,New York,22,40.72775,-73.980396
78660,Pflugerville,TX,Austin,Travis,23,30.442737,-97.597055
60618,Chicago,IL,Chicago,Cook,24,41.946962,-87.702548
10029,New York,NY,New York,New York,25,40.791884,-73.943517
77573,League City,TX,Houston,Galveston,26,29.496451,-95.052262
77584,Pearland,TX,Houston,Brazoria,27,29.284576,-95.286786
28269,Charlotte,NC,Charlotte,Mecklenburg,28,35.331981,-80.798583
79912,El Paso,TX,El Paso,El Paso,29,31.848583,-106.534316
78572,Mission,TX,McAllen,Hidalgo,30,26.228735,-98.376167
94565,Pittsburg,CA,San Francisco,Contra Costa,31,38.00307,-121.917219
30349,Riverdale,GA,Atlanta,Clayton,32,33.82238,-84.468639
20002,Washington,DC,Washington,District of Columbia,33,38.908218,-76.982147
90046,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,34,34.108455,-118.362081
78130,New Braunfels,TX,San Antonio,Comal,35,29.696878,-98.070726
78613,Cedar Park,TX,Austin,Williamson,36,30.503949,-97.8242
20009,Washington,DC,Washington,District of Columbia,37,38.919261,-77.039798
75052,Grand Prairie,TX,Dallas-Fort Worth,Dallas,38,32.664953,-97.024692
10462,New York,NY,New York,Bronx,39,40.842729,-73.854703
37042,Clarksville,TN,Clarksville,Montgomery,40,36.568751,-87.416323
77429,Cypress,TX,Houston,Harris,41,29.841242,-95.791911
63376,Saint Peters,MO,St. Louis,Saint Charles,42,38.798819,-90.623673
60613,Chicago,IL,Chicago,Cook,43,41.956949,-87.654272
77479,Sugar Land,TX,Houston,Fort Bend,44,29.605615,-95.627278
30044,Lawrenceville,GA,Atlanta,Gwinnett,45,33.941847,-84.070567
73099,Yukon,OK,Oklahoma City,Canadian,46,35.500606,-97.739675
77433,Cypress,TX,Houston,Harris,47,27.648787,-95.629535
10463,New York,NY,New York,Bronx,48,40.879528,-73.904355
11230,New York,NY,New York,Kings,49,40.62251,-73.966109
60629,Chicago,IL,Chicago,Cook,50,41.775868,-87.711496
60625,Chicago,IL,Chicago,Cook,51,41.973292,-87.700351
30043,Lawrenceville,GA,Atlanta,Gwinnett,52,34.00309,-84.012608
75034,Frisco,TX,Dallas-Fort Worth,Collin,53,33.174351,-96.766472
75287,Dallas,TX,Dallas-Fort Worth,Dallas,54,32.999309,-96.841688
28277,Charlotte,NC,Charlotte,Mecklenburg,55,35.864749,-78.903267
85032,Phoenix,AZ,Phoenix,Maricopa,56,33.62592,-112.002503
7030,Hoboken,NJ,New York,Hudson,57,40.746851,-74.033934
11214,New York,NY,New York,Kings,58,40.599523,-73.998594
21234,Parkville,MD,Baltimore,Baltimore,59,39.413106,-76.530044
33160,Sunny Isles Beach,FL,Miami-Fort Lauderdale,Miami-Dade,60,25.950648,-80.122823
78521,Brownsville,TX,Brownsville,Cameron,61,25.943923,-97.317944
23464,Virginia Beach,VA,Virginia Beach,Virginia Beach City,62,36.799473,-76.178375
77077,Houston,TX,Houston,Harris,63,29.750233,-95.615384
94501,Alameda,CA,San Francisco,Alameda,64,37.770563,-122.264779
30096,Duluth,GA,Atlanta,Gwinnett,65,33.984534,-84.152915
78704,Austin,TX,Austin,Travis,66,30.240685,-97.768832
98052,Redmond,WA,Seattle,King,67,47.678756,-122.121034
77379,Tomball,TX,Houston,Harris,68,30.040876,-95.528919
75243,Dallas,TX,Dallas-Fort Worth,Dallas,69,32.912633,-96.736637
11221,New York,NY,New York,Kings,70,40.69134,-73.927879
78245,San Antonio,TX,San Antonio,Bexar,71,29.406883,-98.722675
11229,New York,NY,New York,Kings,72,40.600988,-73.939998
8701,Lakewood,NJ,New York,Ocean,73,40.09425,-74.21176
11207,New York,NY,New York,Kings,74,40.670925,-73.895216
60619,Chicago,IL,Chicago,Cook,75,41.872221,-87.714493
94110,San Francisco,CA,San Francisco,San Francisco,76,37.748932,-122.416281
78666,San Marcos,TX,Austin,Hays,77,29.972907,-97.997166
30024,Suwanee,GA,Atlanta,Gwinnett,78,34.042479,-84.026171
60610,Chicago,IL,Chicago,Cook,79,41.906844,-87.63194
10019,New York,NY,New York,New York,80,40.765926,-73.985443
44107,Lakewood,OH,Cleveland,Cuyahoga,81,41.48199,-81.79819
75067,Lewisville,TX,Dallas-Fort Worth,Denton,82,33.013546,-97.00016
33025,Miramar,FL,Miami-Fort Lauderdale,Broward,83,25.987124,-80.372478
33411,Royal Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,84,26.836765,-80.224352
33139,Miami Beach,FL,Miami-Fort Lauderdale,Miami-Dade,85,25.790654,-80.130046
90044,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,86,33.938108,-118.285706
48197,Ypsilanti,MI,Ann Arbor,Washtenaw,87,42.202139,-83.620494
2169,Quincy,MA,Boston,Norfolk,88,42.241799,-71.006042
23462,Virginia Beach,VA,Virginia Beach,Virginia Beach City,89,36.879784,-76.352462
90805,Long Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,90,33.739973,-118.169731
66062,Olathe,KS,Kansas City,Johnson,91,38.847391,-94.778714
44035,Elyria,OH,Cleveland,Lorain,92,41.371396,-82.105112
95630,Folsom,CA,Sacramento,Sacramento,93,38.666597,-121.141636
90650,Norwalk,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,94,33.906763,-118.076549
11234,New York,NY,New York,Kings,95,40.642535,-73.946042
92683,Westminster,CA,Los Angeles-Long Beach-Anaheim,Orange,96,33.75738,-118.105079
85710,Tucson,AZ,Tucson,Pima,97,32.214133,-110.823718
19143,Philadelphia,PA,Philadelphia,Philadelphia,98,39.942579,-75.225905
78745,Austin,TX,Austin,Travis,99,30.198702,-97.797183
11355,New York,NY,New York,Queens,100,40.750317,-73.813903
10314,New York,NY,New York,Richmond,101,40.621891,-74.129092
60617,Chicago,IL,Chicago,Cook,102,41.718197,-87.552739
30281,Stockbridge,GA,Atlanta,Henry,103,33.549947,-84.207969
32210,Jacksonville,FL,Jacksonville,Duval,104,30.274539,-81.786671
37075,Hendersonville,TN,Nashville,Sumner,105,36.347551,-86.612045
94558,Napa,CA,Napa,Napa,106,38.442011,-122.23832
60611,Chicago,IL,Chicago,Cook,107,41.8957,-87.613775
11215,New York,NY,New York,Kings,108,40.664322,-73.984132
90026,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,109,34.080017,-118.262643
85225,Chandler,AZ,Phoenix,Maricopa,110,33.325991,-111.824367
91910,Chula Vista,CA,San Diego,San Diego,111,32.651449,-117.078757
87111,Albuquerque,NM,Albuquerque,Bernalillo,112,35.143913,-106.48746
28027,Concord,NC,Charlotte,Cabarrus,113,35.410688,-80.658405
6010,Bristol,CT,Hartford,Hartford,114,41.681198,-72.939577
78240,San Antonio,TX,San Antonio,Bexar,115,29.52502,-98.606564
87114,Albuquerque,NM,Albuquerque,Bernalillo,116,35.186754,-106.665199
89108,Las Vegas,NV,Las Vegas,Clark,117,36.205266,-115.223617
85308,Glendale,AZ,Phoenix,Maricopa,118,33.660412,-112.183426
11211,New York,NY,New York,Kings,119,40.712597,-73.953098
17603,Lancaster,PA,Lancaster,Lancaster,120,40.039226,-76.314022
93722,Fresno,CA,Fresno,Fresno,121,36.799361,-119.874794
80134,Parker,CO,Denver,Douglas,122,39.385815,-104.761688
48180,Taylor,MI,Detroit,Wayne,123,42.245837,-83.249067
725,Caguas,TX,Brownsville,Cameron,124,0,0
85281,Tempe,AZ,Phoenix,Maricopa,125,33.432844,-111.927219
78577,Pharr,TX,McAllen,Hidalgo,126,26.1948,-98.18362
94533,Fairfield,CA,Vallejo,Solano,127,38.278428,-122.020276
15601,Greensburg,PA,Pittsburgh,Westmoreland,128,40.315028,-79.535741
95608,Carmichael,CA,Sacramento,Sacramento,129,38.62136,-121.332191
43055,Newark,OH,Columbus,Licking,130,40.119897,-82.377784
43081,Westerville,OH,Columbus,Franklin,131,40.10447,-82.896457
44060,Mentor,OH,Cleveland,Lake,132,41.679291,-81.328779
80013,Aurora,CO,Denver,Arapahoe,133,39.660654,-104.76275
33024,Pembroke Pines,FL,Miami-Fort Lauderdale,Broward,134,26.027261,-80.244711
20906,Silver Spring,MD,Washington,Montgomery,135,39.083978,-77.061278
33009,Hallandale,FL,Miami-Fort Lauderdale,Broward,136,25.986439,-80.114961
90066,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,137,34.002028,-118.430657
43123,Grove City,OH,Columbus,Franklin,138,39.88145,-83.09296
97229,Portland,OR,Portland,Multnomah,139,45.548317,-122.827561
76028,Burleson,TX,Dallas-Fort Worth,Johnson,140,32.492683,-97.264359
91709,Chino Hills,CA,Riverside,San Bernardino,141,33.9938,-117.75888
11385,New York,NY,New York,Queens,142,40.702404,-73.885979
85364,Yuma,AZ,Yuma,Yuma,143,32.701461,-114.657232
14850,Ithaca,NY,Ithaca,Tompkins,144,42.402794,-76.483999
65807,Springfield,MO,Springfield,Greene,145,37.158811,-93.348705
98012,Bothell,WA,Seattle,Snohomish,146,47.840068,-122.197238
77459,Missouri City,TX,Houston,Fort Bend,147,29.529062,-95.530597
92677,Laguna Niguel,CA,Los Angeles-Long Beach-Anaheim,Orange,148,33.532817,-117.710262
95823,Sacramento,CA,Sacramento,Sacramento,149,38.481354,-121.442071
33908,Fort Myers,FL,Fort Myers,Lee,150,26.515834,-81.979469
44256,Medina,OH,Cleveland,Medina,151,41.109975,-81.855048
2148,Malden,MA,Boston,Middlesex,152,42.436545,-71.085396
60620,Chicago,IL,Chicago,Cook,153,41.740498,-87.652558
10028,New York,NY,New York,New York,154,40.776629,-73.953914
27410,Greensboro,NC,,Guilford,155,36.119984,-79.870925
45011,Hamilton,OH,Cincinnati,Butler,156,39.425137,-84.472925
76063,Mansfield,TX,Dallas-Fort Worth,Tarrant,157,32.56319,-97.14168
33647,Tampa,FL,Tampa,Hillsborough,158,28.127834,-82.350338
92804,Anaheim,CA,Los Angeles-Long Beach-Anaheim,Orange,159,33.818251,-117.974997
11238,New York,NY,New York,Kings,160,40.680593,-73.963928
60634,Chicago,IL,Chicago,Cook,161,41.946189,-87.806117
8753,Toms River,NJ,New York,Ocean,162,39.979031,-74.160429
6902,Stamford,CT,Stamford,Fairfield,163,41.060196,-73.544477
65203,Columbia,MO,Columbia,Boone,164,38.88248,-92.397824
47906,West Lafayette,IN,Lafayette-West Lafayette,Tippecanoe,165,40.467303,-86.928132
98103,Seattle,WA,Seattle,King,166,47.678255,-122.338152
92345,Hesperia,CA,Riverside,San Bernardino,167,34.231929,-117.336076
75228,Dallas,TX,Dallas-Fort Worth,Dallas,168,32.832277,-96.682075
92126,San Diego,CA,San Diego,San Diego,169,32.899613,-117.144916
90019,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,170,34.049841,-118.33846
27406,Greensboro,NC,,Guilford,171,35.991647,-79.759794
60016,Des Plaines,IL,Chicago,Cook,172,42.048278,-87.890466
46307,Crown Point,IN,Chicago,Lake,173,41.444409,-87.360089
76244,Fort Worth,TX,Dallas-Fort Worth,Tarrant,174,32.928037,-97.283914
28314,Fayetteville,NC,Fayetteville,Cumberland,175,35.05425,-79.011328
27610,Raleigh,NC,Raleigh,Wake,176,35.784879,-78.608552
89121,Las Vegas,NV,Las Vegas,Clark,177,36.122271,-115.09153
29732,Rock Hill,SC,Charlotte,York,178,34.930119,-81.042992
75056,The Colony,TX,Dallas-Fort Worth,Denton,179,33.077136,-96.901605
30040,Cumming,GA,Atlanta,Forsyth,180,34.232095,-84.157975
30188,Woodstock,GA,Atlanta,Cherokee,181,34.127398,-84.481787
79938,El Paso,TX,El Paso,El Paso,182,31.829712,-105.971363
92336,Fontana,CA,Riverside,San Bernardino,183,34.147718,-117.464506
99301,Pasco,WA,Kennewick,Franklin,184,46.42066,-118.899447
20011,Washington,DC,Washington,District of Columbia,185,38.95261,-77.017898
77095,Houston,TX,Houston,Harris,186,29.909215,-95.651234
91911,Chula Vista,CA,San Diego,San Diego,187,32.615983,-117.034012
77845,College Station,TX,College Station,Brazos,188,30.579234,-96.293826
92503,Riverside,CA,Riverside,Riverside,189,33.882579,-117.442303
94536,Fremont,CA,San Francisco,Alameda,190,37.565285,-121.982721
7002,Bayonne,NJ,New York,Hudson,191,40.670858,-74.109486
27587,Wake Forest,NC,Raleigh,Wake,192,35.982414,-78.551748
21740,Hagerstown,MD,Hagerstown,Washington,193,39.58887,-77.700213
11233,New York,NY,New York,Kings,194,40.682088,-73.920638
7302,Jersey City,NJ,New York,Hudson,195,40.726001,-74.047304
90280,South Gate,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,196,33.937714,-118.193403
22191,Woodbridge,VA,Washington,Prince William,197,38.625541,-77.271644
19111,Philadelphia,PA,Philadelphia,Philadelphia,198,40.06317,-75.081317
89117,Las Vegas,NV,Las Vegas,Clark,198,36.140961,-115.281091
87120,Albuquerque,NM,Albuquerque,Bernalillo,200,35.119742,-106.704983
43230,Gahanna,OH,Columbus,Franklin,201,40.019231,-82.879345
40475,Richmond,KY,Richmond,Madison,202,37.764867,-84.296913
46227,Indianapolis,IN,Indianapolis,Marion,203,39.678945,-86.130154
11236,New York,NY,New York,Kings,204,40.639413,-73.900664
91730,Rancho Cucamonga,CA,Riverside,San Bernardino,205,34.10097,-117.57882
23320,Chesapeake,VA,Virginia Beach,Chesapeake City,206,36.749991,-76.218759
74012,Broken Arrow,OK,Tulsa,Tulsa,207,36.130266,-95.935135
90201,Bell,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,208,33.976663,-118.168903
92592,Temecula,CA,Riverside,Riverside,208,32.462023,-123.839425
32244,Jacksonville,FL,Jacksonville,Duval,210,30.220302,-81.747414
21117,Owings Mills,MD,Baltimore,Baltimore,211,39.429055,-76.787696
92109,San Diego,CA,San Diego,San Diego,212,32.759614,-117.253688
60628,Chicago,IL,Chicago,Cook,213,41.690875,-87.615773
34787,Winter Garden,FL,Orlando,Orange,214,28.564461,-81.58124
77450,Cinco Ranch,TX,Houston,Fort Bend,215,29.709902,-95.744962
92101,San Diego,CA,San Diego,San Diego,216,32.724103,-117.170912
32822,Orlando,FL,Orlando,Orange,217,28.494385,-81.29024
30318,Atlanta,GA,Atlanta,Fulton,218,33.792005,-84.442778
30080,Smyrna,GA,Atlanta,Cobb,219,33.869656,-84.498844
7093,West New York,NJ,New York,Hudson,220,40.7888,-74.011533
60626,Chicago,IL,Chicago,Cook,221,42.010019,-87.667095
90004,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,222,34.076198,-118.310723
28078,Huntersville,NC,Charlotte,Mecklenburg,223,35.401071,-80.869457
10027,New York,NY,New York,New York,224,40.812242,-73.9532
34135,Bonita Springs,FL,Fort Myers,Lee,225,26.347234,-81.886838
90706,Bellflower,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,226,33.888014,-118.12965
48103,Ann Arbor,MI,Ann Arbor,Washtenaw,227,42.266638,-83.849042
30062,Marietta,GA,Atlanta,Cobb,228,33.982269,-84.48803
33186,The Crossings,FL,Miami-Fort Lauderdale,Miami-Dade,228,25.656462,-80.410144
30052,Loganville,GA,Atlanta,Gwinnett,230,33.876889,-83.896781
30041,Cumming,GA,Atlanta,Forsyth,231,34.203659,-84.103108
30331,Atlanta,GA,Atlanta,Fulton,232,33.724275,-84.578581
11372,New York,NY,New York,Queens,233,40.707647,-74.011353
32256,Jacksonville,FL,Jacksonville,Duval,234,30.213733,-81.539129
34711,Clermont,FL,Orlando,Lake,235,28.584025,-81.779423
27834,Greenville,NC,Greenville,Pitt,236,35.57025,-77.405707
92335,Fontana,CA,Riverside,San Bernardino,237,34.097022,-117.446393
37130,Murfreesboro,TN,Nashville,Rutherford,238,35.78306,-86.108853
23454,Virginia Beach,VA,Virginia Beach,Virginia Beach City,239,36.842027,-75.960453
38401,Columbia,TN,Nashville,Maury,240,35.623997,-87.00404
92021,El Cajon,CA,San Diego,San Diego,241,32.822138,-116.885508
48185,Westland,MI,Detroit,Wayne,242,42.297508,-83.34807
93065,Simi Valley,CA,Ventura,Ventura,243,34.258272,-118.774661
91342,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,244,34.326674,-118.382262
44130,Parma Heights,OH,Cleveland,Cuyahoga,245,41.390052,-81.759577
95747,Roseville,CA,Sacramento,Placer,246,38.781508,-121.260658
32218,Jacksonville,FL,Jacksonville,Duval,247,30.47548,-81.67602
95123,San Jose,CA,San Jose,Santa Clara,248,37.244238,-121.831604
43026,Hilliard,OH,Columbus,Franklin,249,40.0334,-83.15825
20019,Washington,DC,Washington,District of Columbia,250,38.891561,-76.939396
22193,Woodbridge,VA,Washington,Prince William,251,38.643765,-77.345106
45840,Findlay,OH,Findlay,Hancock,252,41.04326,-83.650656
80634,Greeley,CO,Greeley,Weld,253,40.403315,-104.792917
2155,Medford,MA,Boston,Middlesex,254,42.401665,-71.105913
92627,Costa Mesa,CA,Los Angeles-Long Beach-Anaheim,Orange,255,33.611444,-117.94245
33311,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward,256,26.144303,-80.183868
85705,Tucson,AZ,Tucson,Pima,257,32.271355,-110.992051
20878,Gaithersburg,MD,Washington,Montgomery,258,39.115209,-77.25161
30022,Johns Creek,GA,Atlanta,Fulton,259,33.952277,-84.552566
27858,Greenville,NC,Greenville,Pitt,260,35.589167,-77.338
23666,Hampton,VA,Virginia Beach,Hampton City,261,37.060646,-76.371616
2360,Plymouth,MA,Boston,Plymouth,262,41.886207,-70.638717
33064,Pompano Beach,FL,Miami-Fort Lauderdale,Broward,262,26.278502,-80.1153
20001,Washington,DC,Washington,District of Columbia,264,38.911936,-77.016719
29072,Lexington,SC,Columbia,Lexington,265,33.976907,-81.253034
33027,Miramar,FL,Miami-Fort Lauderdale,Broward,266,25.985442,-80.343473
89052,Henderson,NV,Las Vegas,Clark,266,35.987798,-115.116652
90011,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,268,34.00709,-118.258681
75206,Dallas,TX,Dallas-Fort Worth,Dallas,269,32.833881,-96.771528
11223,New York,NY,New York,Kings,270,40.597139,-73.973429
32174,Ormond Beach,FL,Daytona Beach,Volusia,271,29.284784,-81.161348
33063,Margate,FL,Miami-Fort Lauderdale,Broward,272,26.244526,-80.206436
87121,Albuquerque,NM,Albuquerque,Bernalillo,273,35.059663,-106.805535
43701,Zanesville,OH,Zanesville,Muskingum,274,39.927415,-82.004058
90025,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,275,34.04536,-118.445818
72401,Jonesboro,AR,Jonesboro,Craighead,276,35.835847,-90.623071
10021,New York,NY,New York,New York,277,40.768823,-73.960257
10701,Yonkers,NY,New York,Westchester,278,40.946107,-73.866926
58103,Fargo,ND,Fargo,Cass,279,46.856143,-96.822078
44077,Painesville,OH,Cleveland,Lake,280,41.707918,-81.19903
75035,Frisco,TX,Dallas-Fort Worth,Collin,280,33.157083,-96.772929
8831,Monroe,NJ,New York,Middlesex,282,40.336776,-74.449341
34953,Port Saint Lucie,FL,Port St. Lucie,Saint Lucie,283,27.257707,-80.380277
94544,Hayward,CA,San Francisco,Alameda,283,37.613883,-122.061673
19124,Philadelphia,PA,Philadelphia,Philadelphia,285,40.021561,-75.093668
78641,Leander,TX,Austin,Williamson,286,30.583474,-97.857453
60616,Chicago,IL,Chicago,Cook,287,41.844883,-87.624032
97402,Eugene,OR,Eugene,Lane,288,44.047735,-123.230911
43228,Columbus,OH,Columbus,Franklin,289,39.966378,-83.125661
33313,Lauderhill,FL,Miami-Fort Lauderdale,Broward,290,26.140364,-80.213381
75150,Mesquite,TX,Dallas-Fort Worth,Dallas,291,32.817309,-96.630277
95051,Santa Clara,CA,San Jose,Santa Clara,292,37.348651,-121.984376
20147,Ashburn,VA,Washington,Loudoun,293,32.244201,-76.488672
55901,Rochester,MN,Rochester,Olmsted,294,44.075285,-92.516916
23452,Virginia Beach,VA,Virginia Beach,Virginia Beach City,295,36.852215,-76.031584
91710,Chino,CA,Riverside,San Bernardino,296,34.009656,-117.787641
91335,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,297,34.200175,-118.540958
35242,Hoover,AL,Birmingham,Jefferson,298,33.381339,-86.704571
30127,Powder Springs,GA,Atlanta,Cobb,299,33.827428,-84.577565
71913,Hot Springs,AR,Hot Springs,Garland,299,34.448083,-93.095565
90731,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,301,33.753088,-118.253053
29730,Rock Hill,SC,Charlotte,York,302,34.909109,-81.052437
80015,Aurora,CO,Denver,Arapahoe,303,39.62732,-104.779035
32225,Jacksonville,FL,Jacksonville,Duval,304,30.331905,-81.50091
95687,Vacaville,CA,Vallejo,Solano,305,38.333133,-121.920151
27713,Durham,NC,Durham,Durham,306,35.911215,-78.917768
77840,College Station,TX,College Station,Brazos,307,30.609093,-96.325984
30004,Milton,GA,Atlanta,Fulton,308,34.067927,-84.217765
43068,Reynoldsburg,OH,Columbus,Franklin,309,39.951513,-82.802896
93550,Palmdale,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,309,34.408383,-118.123597
11208,New York,NY,New York,Kings,311,40.669689,-73.871371
89123,Las Vegas,NV,Las Vegas,Clark,312,35.686691,-115.173862
94509,Antioch,CA,San Francisco,Contra Costa,313,37.996501,-121.812301
80525,Fort Collins,CO,Fort Collins,Larimer,314,40.529646,-105.036788
78501,McAllen,TX,McAllen,Hidalgo,315,26.215816,-98.239592
48823,East Lansing,MI,Lansing,Ingham,316,42.763888,-84.458771
63123,Affton,MO,St. Louis,Saint Louis,317,38.479476,-90.244895
40601,Frankfort,KY,Frankfort,Franklin,318,38.228115,-84.869708
21215,Baltimore,MD,Baltimore,Baltimore City,319,39.343306,-76.681192
29464,Mount Pleasant,SC,Charleston,Charleston,320,32.847273,-79.820563
60622,Chicago,IL,Chicago,Cook,321,41.902172,-87.683337
7087,Union City,NJ,New York,Hudson,322,40.77955,-74.02375
32828,Orlando,FL,Orlando,Orange,323,28.529582,-81.175502
77057,Houston,TX,Houston,Harris,324,29.744081,-95.487974
23451,Virginia Beach,VA,Virginia Beach,Virginia Beach City,325,36.851167,-75.952258
23223,Richmond,VA,Richmond,Richmond City,326,37.548322,-77.428146
60615,Chicago,IL,Chicago,Cook,327,41.801647,-87.596288
42101,Bowling Green,KY,Bowling Green,Warren,328,37.017407,-86.451752
45601,Chillicothe,OH,Chillicothe,Ross,329,39.337384,-82.991332
30135,Douglasville,GA,Atlanta,Douglas,330,33.667491,-84.750615
27284,Kernersville,NC,Winston-Salem,Forsyth,331,36.118312,-80.101271
19446,Lansdale,PA,Philadelphia,Montgomery,332,40.224245,-75.29156
14221,Amherst,NY,Buffalo,Erie,333,42.924657,-78.786815
98115,Seattle,WA,Seattle,King,334,47.685746,-122.281589
60641,Chicago,IL,Chicago,Cook,335,41.946606,-87.746787
93727,Fresno,CA,Fresno,Fresno,336,36.763149,-119.673272
76116,Fort Worth,TX,Dallas-Fort Worth,Tarrant,337,32.743094,-97.426847
21122,Pasadena,MD,Baltimore,Anne Arundel,338,39.121745,-76.4953
93536,Lancaster,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,339,34.747504,-118.761119
85251,Scottsdale,AZ,Phoenix,Maricopa,340,33.46116,-111.925747
60453,Oak Lawn,IL,Chicago,Cook,341,41.713437,-87.75256
33319,Lauderhill,FL,Miami-Fort Lauderdale,Broward,342,26.184761,-80.24057
78249,San Antonio,TX,San Antonio,Bexar,343,29.56527,-98.619211
19020,Bensalem,PA,Philadelphia,Bucks,344,40.019904,-74.95723
33321,Tamarac,FL,Miami-Fort Lauderdale,Broward,345,26.213579,-80.270272
2301,Brockton,MA,Boston,Plymouth,346,42.079399,-71.03999
95758,Elk Grove,CA,Sacramento,Sacramento,347,38.408269,-121.52018
60660,Chicago,IL,Chicago,Cook,348,41.99111,-87.663076
93306,Bakersfield,CA,Bakersfield,Kern,349,35.413048,-118.867478
11225,New York,NY,New York,Kings,350,40.684196,-73.951337
73160,Moore,OK,Oklahoma City,Cleveland,351,35.332438,-97.475217
14580,Webster,NY,Rochester,Monroe,352,43.21821,-77.454075
19720,New Castle,DE,Philadelphia,New Castle,353,39.592895,-75.651466
89031,North Las Vegas,NV,Las Vegas,Clark,354,36.258889,-115.171802
93257,Porterville,CA,Visalia,Tulare,355,35.973777,-118.703592
19120,Philadelphia,PA,Philadelphia,Philadelphia,356,40.031611,-75.119019
27707,Durham,NC,Durham,Durham,357,35.94816,-78.941599
93307,Bakersfield,CA,Bakersfield,Kern,358,35.24512,-118.9411
33467,Greenacres,FL,Miami-Fort Lauderdale,Palm Beach,359,26.596487,-80.175714
22204,Arlington,VA,Washington,Arlington,360,38.868868,-77.107036
20874,Germantown,MD,Washington,Montgomery,361,39.135512,-77.282223
37128,Murfreesboro,TN,Nashville,Rutherford,361,35.845418,-86.486683
93309,Bakersfield,CA,Bakersfield,Kern,363,35.342891,-119.064803
95035,Milpitas,CA,San Jose,Santa Clara,364,37.436454,-121.861989
31419,Savannah,GA,Savannah,Chatham,365,31.997154,-81.230649
66061,Olathe,KS,Kansas City,Johnson,366,38.891427,-94.881709
21222,Dundalk,MD,Baltimore,Baltimore,367,39.2666,-76.49647
60056,Mount Prospect,IL,Chicago,Cook,368,42.062377,-87.931797
27703,Durham,NC,Durham,Durham,369,35.957366,-78.821694
85282,Tempe,AZ,Phoenix,Maricopa,370,33.396736,-111.929253
29223,Columbia,SC,Columbia,Richland,371,34.099488,-80.924638
93230,Hanford,CA,Hanford,Kings,372,36.220468,-119.71776
72712,Bentonville,AR,Fayetteville,Benton,373,36.347107,-94.223419
29445,Goose Creek,SC,Charleston,Berkeley,374,33.057972,-80.010088
75043,Garland,TX,Dallas-Fort Worth,Dallas,375,32.876046,-96.58227
33157,Village of Palmetto Bay,FL,Miami-Fort Lauderdale,Miami-Dade,376,25.621772,-80.324775
90802,Long Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,377,33.759999,-118.189226
94538,Fremont,CA,San Francisco,Alameda,378,37.881441,-122.015143
37064,Franklin,TN,Nashville,Williamson,379,35.890746,-86.965691
98682,Vancouver,WA,Portland,Clark,380,45.678782,-122.478845
94541,Hayward,CA,San Francisco,Alameda,381,37.673946,-122.08482
95076,Watsonville,CA,Santa Cruz,Santa Cruz,382,36.98025,-121.74696
