,Region,RegionName,StateName,MSAName,CountyName,CityName,ForecastYoYPctChange
1,State,Alaska,AK,NA,NA,NA,-2.663430421
2,State,Alabama,AL,NA,NA,NA,0.380392157
3,State,Arkansas,AR,NA,NA,NA,7.820491803
4,State,Arizona,AZ,NA,NA,NA,3.951672862
5,State,California,CA,NA,NA,NA,8.767811
6,State,Colorado,CO,NA,NA,NA,8.360762943
7,State,Connecticut,CT,NA,NA,NA,4.068965517
8,State,District of Columbia,DC,NA,NA,NA,1.964354697
9,State,Delaware,DE,NA,NA,NA,5.466437177
10,State,Florida,FL,NA,NA,NA,5.890168291
11,State,Georgia,GA,NA,NA,NA,7.519502544
12,State,Hawaii,HI,NA,NA,NA,0.20097166
13,State,Iowa,IA,NA,NA,NA,3.292296616
14,State,Idaho,ID,NA,NA,NA,-3.036942675
15,State,Illinois,IL,NA,NA,NA,5.476
16,State,Indiana,IN,NA,NA,NA,3.072118959
17,State,Kansas,KS,NA,NA,NA,3.367875648
18,State,Kentucky,KY,NA,NA,NA,3.546494993
19,State,Louisiana,LA,NA,NA,NA,0.07760989
20,State,Massachusetts,MA,NA,NA,NA,8.722222222
21,State,Maryland,MD,NA,NA,NA,5.36446951
22,State,Maine,ME,NA,NA,NA,10.14650538
23,State,Michigan,MI,NA,NA,NA,9.569847856
24,State,Minnesota,MN,NA,NA,NA,8.657999119
25,State,Missouri,MO,NA,NA,NA,5.311443433
26,State,Mississippi,MS,NA,NA,NA,3.684509327
27,State,Montana,MT,NA,NA,NA,1.613475177
28,State,North Carolina,NC,NA,NA,NA,1.187285223
29,State,North Dakota,ND,NA,NA,NA,3.842313396
30,State,Nebraska,NE,NA,NA,NA,1.931532663
31,State,New Hampshire,NH,NA,NA,NA,5.645872245
32,State,New Jersey,NJ,NA,NA,NA,7.45357591
33,State,New Mexico,NM,NA,NA,NA,1.124399359
34,State,Nevada,NV,NA,NA,NA,11.86654676
35,State,New York,NY,NA,NA,NA,5.243176179
36,State,Ohio,OH,NA,NA,NA,6.304185351
37,State,Oklahoma,OK,NA,NA,NA,5.437395659
38,State,Oregon,OR,NA,NA,NA,3.917409388
39,State,Pennsylvania,PA,NA,NA,NA,5.110324484
40,State,Rhode Island,RI,NA,NA,NA,7.222343127
41,State,South Carolina,SC,NA,NA,NA,6.44047619
42,State,South Dakota,SD,NA,NA,NA,3.927282668
43,State,Tennessee,TN,NA,NA,NA,5.582183187
44,State,Texas,TX,NA,NA,NA,4.052490627
45,State,Utah,UT,NA,NA,NA,7.384835935
46,State,Virginia,VA,NA,NA,NA,3.428855326
47,State,Vermont,VT,NA,NA,NA,2.218367347
48,State,Washington,WA,NA,NA,NA,6.630074786
49,State,Wisconsin,WI,NA,NA,NA,4.792316258
50,State,West Virginia,WV,NA,NA,NA,2.208201893
51,State,Wyoming,WY,NA,NA,NA,1.631507469
52,County,Ada,ID,Boise City,Ada,NA,-0.229189189
53,County,Bay,FL,Panama City,Bay,NA,6.231413097
54,County,Bay,MI,Bay City,Bay,NA,-0.371362049
55,County,Bee,TX,Beeville,Bee,NA,4.021238938
56,County,Gem,ID,Boise City,Gem,NA,0.449682684
57,County,Jay,IN,NA,Jay,NA,6.054272517
58,County,Kay,OK,Ponca City,Kay,NA,0.055900621
59,County,Lee,AL,Auburn,Lee,NA,4.358200768
60,County,Lee,FL,Fort Myers,Lee,NA,1.464129484
61,County,Lee,GA,Albany,Lee,NA,9.617214836
62,County,Lee,MS,Tupelo,Lee,NA,-1.928089888
63,County,Lee,NC,Sanford,Lee,NA,2.642797669
64,County,Lee,TX,NA,Lee,NA,5.675381264
65,County,Ashe,NC,NA,Ashe,NA,1.308502634
66,County,Bell,TX,Killeen,Bell,NA,1.663663664
67,County,Bibb,GA,Macon,Bibb,NA,2.848739496
68,County,Bond,IL,St. Louis,Bond,NA,9.366167024
69,County,Boyd,KY,Huntington,Boyd,NA,-0.587651599
70,County,Camp,TX,NA,Camp,NA,0.213574661
71,County,Cass,IN,Logansport,Cass,NA,-0.110285006
72,County,Cass,MI,South Bend,Cass,NA,5.741733691
73,County,Cass,MN,Brainerd,Cass,NA,4.803897686
74,County,Cass,MO,Kansas City,Cass,NA,7.378088077
75,County,Cass,ND,Fargo,Cass,NA,4.160792952
76,County,Cass,TX,NA,Cass,NA,4.039959016
77,County,Clay,FL,Jacksonville,Clay,NA,6.283168317
78,County,Clay,IA,Spencer,Clay,NA,-3.712624585
79,County,Clay,KS,NA,Clay,NA,-3.086247086
80,County,Clay,MN,Fargo,Clay,NA,6.55125523
81,County,Clay,MO,Kansas City,Clay,NA,6.165848336
82,County,Clay,MS,NA,Clay,NA,1.584325397
83,County,Clay,NC,NA,Clay,NA,-0.441458733
84,County,Clay,TX,Wichita Falls,Clay,NA,-4.517525773
85,County,Cobb,GA,Atlanta,Cobb,NA,6.194387963
86,County,Cole,MO,Jefferson City,Cole,NA,4.604545455
87,County,Cook,IL,Chicago,Cook,NA,6.686131387
88,County,Coos,NH,Berlin,Coos,NA,2.721830986
89,County,Coos,OR,Coos Bay,Coos,NA,1.356363636
90,County,Dade,GA,Chattanooga,Dade,NA,10.48
91,County,Dade,MO,NA,Dade,NA,4.706287683
92,County,Dane,WI,Madison,Dane,NA,5.470938897
93,County,Dare,NC,Kill Devil Hills,Dare,NA,0.027348777
94,County,Door,WI,NA,Door,NA,4.082427018
95,County,Dunn,WI,Menomonie,Dunn,NA,4.939237233
96,County,Dyer,TN,Dyersburg,Dyer,NA,0.478203435
97,County,Elko,NV,Elko,Elko,NA,1.579734929
98,County,Erie,NY,Buffalo,Erie,NA,6.625694873
99,County,Erie,OH,Sandusky,Erie,NA,0.122239748
100,County,Erie,PA,Erie,Erie,NA,0.168585526
101,County,Ford,IL,Champaign-Urbana,Ford,NA,-0.963522013
102,County,Ford,KS,Dodge City,Ford,NA,5.662092624
103,County,Frio,TX,NA,Frio,NA,1.661036036
104,County,Gage,NE,Beatrice,Gage,NA,1.351452671
105,County,Gila,AZ,Payson,Gila,NA,-0.88933805
106,County,Gray,KS,NA,Gray,NA,3.91588785
107,County,Gray,TX,Pampa,Gray,NA,1.273657289
108,County,Gulf,FL,Panama City,Gulf,NA,4.323761261
109,County,Hale,TX,Plainview,Hale,NA,1.108815427
110,County,Hall,GA,Gainesville,Hall,NA,8.720453319
111,County,Hall,NE,Grand Island,Hall,NA,5.848484848
112,County,Hart,GA,NA,Hart,NA,6.061088977
113,County,Hays,TX,Austin,Hays,NA,3.93984109
114,County,Hill,MT,NA,Hill,NA,6.312203791
115,County,Hill,TX,NA,Hill,NA,0.317185698
116,County,Hoke,NC,Fayetteville,Hoke,NA,3.227332457
117,County,Hood,TX,Dallas-Fort Worth,Hood,NA,5.012293144
118,County,Hunt,TX,Dallas-Fort Worth,Hunt,NA,10.26568266
119,County,Inyo,CA,NA,Inyo,NA,7.086893345
120,County,Iowa,IA,NA,Iowa,NA,4.200800534
121,County,Iowa,WI,Madison,Iowa,NA,6.427109974
122,County,Iron,UT,Cedar City,Iron,NA,-0.827032136
123,County,Jack,TX,NA,Jack,NA,-0.030898876
124,County,Juab,UT,Provo,Juab,NA,1.578525641
125,County,Kane,IL,Chicago,Kane,NA,7.011529933
126,County,Kane,UT,NA,Kane,NA,-4.677586207
127,County,Kent,DE,Dover,Kent,NA,0.272637308
128,County,Kent,MD,NA,Kent,NA,4.23905385
129,County,Kent,MI,Grand Rapids,Kent,NA,4.182801514
130,County,Kent,RI,Providence,Kent,NA,8.579569439
131,County,Kern,CA,Bakersfield,Kern,NA,5.010989011
132,County,Kerr,TX,Kerrville,Kerr,NA,0.949294302
133,County,King,WA,Seattle,King,NA,5.72214342
134,County,Knox,IL,Galesburg,Knox,NA,0.998522895
135,County,Knox,IN,Vincennes,Knox,NA,2.252487562
136,County,Knox,ME,NA,Knox,NA,1.916741674
137,County,Knox,OH,Mount Vernon,Knox,NA,6.197264219
138,County,Knox,TN,Knoxville,Knox,NA,4.3673938
139,County,Lake,CA,Clearlake,Lake,NA,0.494672131
140,County,Lake,CO,NA,Lake,NA,6.275387263
141,County,Lake,FL,Orlando,Lake,NA,6.201348748
142,County,Lake,IL,Chicago,Lake,NA,6.918505942
143,County,Lake,IN,Chicago,Lake,NA,13.44635193
144,County,Lake,MN,NA,Lake,NA,4.118746233
145,County,Lake,MT,NA,Lake,NA,0.914154903
146,County,Lake,OH,Cleveland,Lake,NA,4.567493113
147,County,Lamb,TX,NA,Lamb,NA,-1.398678414
148,County,Lane,OR,Eugene,Lane,NA,3.324362606
149,County,Leon,FL,Tallahassee,Leon,NA,5.496
150,County,Leon,TX,NA,Leon,NA,3.284694687
151,County,Linn,IA,Cedar Rapids,Linn,NA,1.841514727
152,County,Linn,KS,Kansas City,Linn,NA,4.521186441
153,County,Linn,OR,Albany,Linn,NA,8.136173768
154,County,Long,GA,Hinesville,Long,NA,5.760700389
155,County,Luna,NM,Deming,Luna,NA,0.295833333
156,County,Lynn,TX,Lubbock,Lynn,NA,0.581294964
157,County,Lyon,KS,Emporia,Lyon,NA,-0.798235943
158,County,Lyon,MN,Marshall,Lyon,NA,5.803278689
159,County,Lyon,NV,Fernley,Lyon,NA,13.15093588
160,County,Maui,HI,Kahului,Maui,NA,2.275500323
161,County,Mesa,CO,Grand Junction,Mesa,NA,6.053438458
162,County,Napa,CA,Napa,Napa,NA,5.069732264
163,County,Ohio,WV,Wheeling,Ohio,NA,-1.719047619
164,County,Otoe,NE,NA,Otoe,NA,2.501066098
165,County,Owen,IN,Bloomington,Owen,NA,-0.144497608
166,County,Owen,KY,NA,Owen,NA,10.04475422
167,County,Page,IA,NA,Page,NA,2.629310345
168,County,Page,VA,NA,Page,NA,2.110085695
169,County,Park,CO,Denver,Park,NA,6.79543379
170,County,Park,MT,NA,Park,NA,-2.01890189
171,County,Park,WY,NA,Park,NA,-2.483691329
172,County,Pike,AL,Troy,Pike,NA,3.33492823
173,County,Pike,GA,Atlanta,Pike,NA,9.281519862
174,County,Pike,IN,Jasper,Pike,NA,12.76566757
175,County,Pike,MO,NA,Pike,NA,-15.24905944
176,County,Pike,MS,McComb,Pike,NA,5.233777778
177,County,Pima,AZ,Tucson,Pima,NA,0.530933063
178,County,Pine,MN,NA,Pine,NA,3.231065469
179,County,Polk,AR,NA,Polk,NA,-1.045253863
180,County,Polk,FL,Lakeland,Polk,NA,6.768914956
181,County,Polk,GA,Cedartown,Polk,NA,6.374028857
182,County,Polk,IA,Des Moines,Polk,NA,2.867436744
183,County,Polk,NC,NA,Polk,NA,3.068552253
184,County,Polk,OR,Salem,Polk,NA,4.822874494
185,County,Polk,TN,Cleveland,Polk,NA,6.809917355
186,County,Polk,TX,NA,Polk,NA,2.93758967
187,County,Polk,WI,NA,Polk,NA,-0.307068366
188,County,Pope,AR,Russellville,Pope,NA,3.921238938
189,County,Reno,KS,Hutchinson,Reno,NA,3.444938821
190,County,Rhea,TN,Dayton,Rhea,NA,11.18613485
191,County,Rice,KS,NA,Rice,NA,0.269303202
192,County,Rice,MN,Faribault,Rice,NA,6.556672761
193,County,Ross,OH,Chillicothe,Ross,NA,-0.712268314
194,County,Rush,IN,NA,Rush,NA,2.928205128
195,County,Rush,KS,NA,Rush,NA,4.426695842
196,County,Rusk,TX,Longview,Rusk,NA,7.228041902
197,County,Sauk,WI,Baraboo,Sauk,NA,3.749710983
198,County,Tift,GA,Tifton,Tift,NA,2.305805397
199,County,Todd,MN,NA,Todd,NA,6.342931937
200,County,Utah,UT,Provo,Utah,NA,4.677102517
201,County,Vigo,IN,Terre Haute,Vigo,NA,0.514863258
202,County,Wake,NC,Raleigh,Wake,NA,4.779432624
203,County,Ward,ND,Minot,Ward,NA,0.727436013
204,County,Ward,TX,NA,Ward,NA,10.66666667
205,County,Ware,GA,Waycross,Ware,NA,3.746227709
206,County,Webb,TX,Laredo,Webb,NA,0.115523466
207,County,Weld,CO,Greeley,Weld,NA,3.873493976
208,County,Will,IL,Chicago,Will,NA,7.500690926
209,County,Wise,TX,Dallas-Fort Worth,Wise,NA,12.50783546
210,County,Wood,OH,Toledo,Wood,NA,4.041066282
211,County,Wood,WI,Wisconsin Rapids-Marshfield,Wood,NA,2.090026478
212,County,Wood,WV,Parkersburg,Wood,NA,3.105472637
213,County,Yolo,CA,Sacramento,Yolo,NA,4.585411765
214,County,York,ME,Portland,York,NA,3.868672566
215,County,York,PA,York,York,NA,5.417475728
216,County,York,SC,Charlotte,York,NA,2.452380952
217,County,York,VA,Virginia Beach,York,NA,3.448903879
218,County,Yuba,CA,Yuba City,Yuba,NA,3.847524752
219,County,Yuma,AZ,Yuma,Yuma,NA,2.955307263
220,County,Adair,MO,Kirksville,Adair,NA,-4.494986326
221,County,Adams,CO,Denver,Adams,NA,6.916138763
222,County,Adams,ID,NA,Adams,NA,-0.977403294
223,County,Adams,IL,Quincy,Adams,NA,4.180582524
224,County,Adams,IN,Decatur,Adams,NA,6.148989899
225,County,Adams,MS,Natchez,Adams,NA,-1.152495379
226,County,Adams,OH,NA,Adams,NA,0.122653317
227,County,Adams,PA,Gettysburg,Adams,NA,2.973513243
228,County,Adams,WA,Othello,Adams,NA,5.638411381
229,County,Aiken,SC,Augusta,Aiken,NA,7.029277219
230,County,Allen,IN,Fort Wayne,Allen,NA,8.390600924
231,County,Allen,KS,NA,Allen,NA,3.889518414
232,County,Allen,OH,Lima,Allen,NA,4.018438178
233,County,Anoka,MN,Minneapolis-St Paul,Anoka,NA,6.446141147
234,County,Anson,NC,NA,Anson,NA,3.297297297
235,County,Baker,FL,Jacksonville,Baker,NA,6.430932704
236,County,Banks,GA,NA,Banks,NA,3.287639133
237,County,Barry,MI,Grand Rapids,Barry,NA,9.482450542
238,County,Barry,MO,NA,Barry,NA,2.198353909
239,County,Bates,MO,Kansas City,Bates,NA,12.27411168
240,County,Berks,PA,Reading,Berks,NA,6.319124424
241,County,Bexar,TX,San Antonio,Bexar,NA,2.371919771
242,County,Blair,PA,Altoona,Blair,NA,2.336938436
243,County,Boise,ID,Boise City,Boise,NA,0.240437158
244,County,Boone,AR,Harrison,Boone,NA,3.945143885
245,County,Boone,IA,Boone,Boone,NA,0.637982196
246,County,Boone,IL,Rockford,Boone,NA,3.198407432
247,County,Boone,IN,Indianapolis,Boone,NA,-0.564678899
248,County,Boone,KY,Cincinnati,Boone,NA,4.916580311
249,County,Boone,MO,Columbia,Boone,NA,0.779279279
250,County,Bowie,TX,Texarkana,Bowie,NA,-1.165297741
251,County,Boyle,KY,Danville,Boyle,NA,2.629842181
252,County,Bronx,NY,New York,Bronx,NA,7.647228222
253,County,Brown,IN,Indianapolis,Brown,NA,-1.291283162
254,County,Brown,KS,NA,Brown,NA,3.342896175
255,County,Brown,OH,Cincinnati,Brown,NA,12.45432099
256,County,Brown,TX,Brownwood,Brown,NA,6.752795031
257,County,Brown,WI,Green Bay,Brown,NA,3.731578947
258,County,Bryan,GA,Savannah,Bryan,NA,7.680451128
259,County,Bryan,OK,Durant,Bryan,NA,1.524590164
260,County,Bucks,PA,Philadelphia,Bucks,NA,5.288771712
261,County,Burke,GA,Augusta,Burke,NA,9.600532623
262,County,Butte,CA,Chico,Butte,NA,4.981408652
263,County,Butts,GA,Atlanta,Butts,NA,11.67304493
264,County,Cache,UT,Logan,Cache,NA,-2.340936864
265,County,Cecil,MD,Philadelphia,Cecil,NA,5.693427437
266,County,Cedar,IA,NA,Cedar,NA,-0.455374593
267,County,Cedar,MO,NA,Cedar,NA,2.017528484
268,County,Clare,MI,NA,Clare,NA,6.663333333
269,County,Clark,IL,NA,Clark,NA,-2.63800905
270,County,Clark,KS,NA,Clark,NA,4.640366972
271,County,Clark,KY,Lexington,Clark,NA,9.998017184
272,County,Clark,MO,Fort Madison,Clark,NA,-0.025157233
273,County,Clark,NV,Las Vegas,Clark,NA,7.257325319
274,County,Clark,OH,Springfield,Clark,NA,2.051087985
275,County,Clark,WA,Portland,Clark,NA,2.782342657
276,County,Cocke,TN,Newport,Cocke,NA,3.391255605
277,County,Coles,IL,Charleston,Coles,NA,1.520807062
278,County,Comal,TX,San Antonio,Comal,NA,1.748136143
279,County,Cooke,TX,Gainesville,Cooke,NA,5.101920236
280,County,Creek,OK,Tulsa,Creek,NA,9.127593361
281,County,Crook,OR,Prineville,Crook,NA,0.185696361
282,County,Curry,OR,Brookings,Curry,NA,3.264419961
283,County,Davie,NC,Winston-Salem,Davie,NA,7.270090634
284,County,Davis,UT,Ogden,Davis,NA,6.499228633
285,County,Delta,MI,Escanaba,Delta,NA,6.694054054
286,County,Dixie,FL,NA,Dixie,NA,3.245575221
287,County,Dodge,MN,Rochester,Dodge,NA,11.50394945
288,County,Dodge,NE,Fremont,Dodge,NA,-0.852213053
289,County,Dodge,WI,Beaver Dam,Dodge,NA,0.401298701
290,County,Dukes,MA,Vineyard Haven,Dukes,NA,5.574476048
291,County,Duval,FL,Jacksonville,Duval,NA,5.498547356
292,County,Duval,TX,NA,Duval,NA,5.727930535
293,County,Eagle,CO,Edwards,Eagle,NA,-2.028263244
294,County,Eaton,MI,Lansing,Eaton,NA,6.186596583
295,County,Ector,TX,Odessa,Ector,NA,-4.600772698
296,County,Ellis,KS,Hays,Ellis,NA,3.687758723
297,County,Ellis,TX,Dallas-Fort Worth,Ellis,NA,9.347288297
298,County,Emmet,MI,NA,Emmet,NA,5.537772087
299,County,Erath,TX,Stephenville,Erath,NA,-1.209811321
300,County,Essex,MA,Boston,Essex,NA,8.974086071
301,County,Essex,NJ,New York,Essex,NA,6.609114583
302,County,Essex,NY,NA,Essex,NA,2.112041211
303,County,Essex,VA,NA,Essex,NA,3.065517241
304,County,Floyd,GA,Rome,Floyd,NA,6.759410802
305,County,Floyd,IN,Louisville/Jefferson County,Floyd,NA,1.257653061
306,County,Floyd,TX,NA,Floyd,NA,3.487394958
307,County,Floyd,VA,Blacksburg,Floyd,NA,3.40562249
308,County,Garza,TX,NA,Garza,NA,7.890196078
309,County,Geary,KS,Junction City,Geary,NA,2.166535742
310,County,Giles,TN,NA,Giles,NA,4.767164179
311,County,Glenn,CA,NA,Glenn,NA,5.037001442
312,County,Glynn,GA,Brunswick,Glynn,NA,6.010079576
313,County,Grady,OK,Oklahoma City,Grady,NA,4.179001721
314,County,Grand,CO,NA,Grand,NA,8.91559633
315,County,Grant,IN,Marion,Grant,NA,-1.970959596
316,County,Grant,KS,NA,Grant,NA,4.794463087
317,County,Grant,KY,Cincinnati,Grant,NA,6.177076184
318,County,Grant,LA,Alexandria,Grant,NA,16.15925059
319,County,Grant,NM,Silver City,Grant,NA,-0.947068404
320,County,Grant,WA,Moses Lake,Grant,NA,2.044642857
321,County,Grant,WI,Platteville,Grant,NA,3.709881423
322,County,Green,WI,Madison,Green,NA,6.488847584
323,County,Henry,GA,Atlanta,Henry,NA,10.11927145
324,County,Henry,IN,New Castle,Henry,NA,-0.046855734
325,County,Henry,OH,NA,Henry,NA,5.857377049
326,County,Henry,TN,Paris,Henry,NA,0.421645998
327,County,Henry,VA,Martinsville,Henry,NA,2.331619537
328,County,Horry,SC,Myrtle Beach,Horry,NA,3.990751445
329,County,Huron,MI,NA,Huron,NA,2.493440969
330,County,Huron,OH,Norwalk,Huron,NA,3.567226891
331,County,Idaho,ID,NA,Idaho,NA,5.472265422
332,County,Ionia,MI,Ionia,Ionia,NA,8.142431022
333,County,Iosco,MI,NA,Iosco,NA,6.284153005
334,County,Irion,TX,San Angelo,Irion,NA,2.299027553
335,County,Jones,GA,Macon,Jones,NA,3.831844029
336,County,Jones,TX,Abilene,Jones,NA,-0.100449775
337,County,Kauai,HI,Kapaa,Kauai,NA,1.871021159
338,County,Kings,CA,Hanford,Kings,NA,1.191070571
339,County,Kings,NY,New York,Kings,NA,6.992529754
340,County,Kiowa,KS,NA,Kiowa,NA,1.038768529
341,County,Lamar,GA,Atlanta,Lamar,NA,17.67518549
342,County,Lamar,MS,Hattiesburg,Lamar,NA,2.576307364
343,County,Latah,ID,Moscow,Latah,NA,7.575938567
344,County,Leake,MS,NA,Leake,NA,0.362930078
345,County,Lemhi,ID,NA,Lemhi,NA,6.02617801
346,County,Lewis,ID,NA,Lewis,NA,8.481687898
347,County,Lewis,NY,NA,Lewis,NA,1.2120954
348,County,Lewis,TN,NA,Lewis,NA,-0.684549356
349,County,Lewis,WA,Centralia,Lewis,NA,-2.992017738
350,County,Llano,TX,NA,Llano,NA,4.177439797
351,County,Logan,CO,Sterling,Logan,NA,10.38484848
352,County,Logan,IL,Lincoln,Logan,NA,3.727161998
353,County,Logan,OH,Bellefontaine,Logan,NA,1.573770492
354,County,Logan,OK,Oklahoma City,Logan,NA,2.198576973
355,County,Lucas,IA,NA,Lucas,NA,-5.612348178
356,County,Lucas,OH,Toledo,Lucas,NA,5.040837696
357,County,Macon,IL,Decatur,Macon,NA,-0.722598106
358,County,Macon,MO,NA,Macon,NA,-1.195575221
359,County,Macon,NC,NA,Macon,NA,1.758897819
360,County,Macon,TN,Nashville,Macon,NA,9.406077348
361,County,Marin,CA,San Francisco,Marin,NA,6.542281176
362,County,Mason,MI,Ludington,Mason,NA,7.181478017
363,County,Mason,WA,Shelton,Mason,NA,5.993161094
364,County,Maury,TN,Nashville,Maury,NA,9.344773791
365,County,Mayes,OK,NA,Mayes,NA,0.196813496
366,County,Meade,KS,NA,Meade,NA,2.819423369
367,County,Meade,KY,Elizabethtown,Meade,NA,2.976537217
368,County,Meigs,TN,NA,Meigs,NA,0.187154696
369,County,Miami,IN,Peru,Miami,NA,2.626963351
370,County,Miami,KS,Kansas City,Miami,NA,7.73571054
371,County,Miami,OH,Dayton,Miami,NA,3.114992722
372,County,Milam,TX,NA,Milam,NA,5.155737705
373,County,Mills,IA,Omaha,Mills,NA,-0.201506591
374,County,Moore,NC,Pinehurst-Southern Pines,Moore,NA,0.161061108
375,County,Moore,TX,Dumas,Moore,NA,4.349056604
376,County,Mower,MN,Austin,Mower,NA,1.108588351
377,County,Noble,IN,Kendallville,Noble,NA,15.45112782
378,County,Nolan,TX,Sweetwater,Nolan,NA,2.879043601
379,County,Obion,TN,Union City,Obion,NA,1.458823529
380,County,Ocean,NJ,New York,Ocean,NA,8.580853352
381,County,Osage,KS,Topeka,Osage,NA,2.018518519
382,County,Osage,MO,Jefferson City,Osage,NA,3.984819734
383,County,Osage,OK,Tulsa,Osage,NA,6.760769936
384,County,Otero,CO,NA,Otero,NA,6.714953271
385,County,Ouray,CO,NA,Ouray,NA,6.782746051
386,County,Parke,IN,NA,Parke,NA,1.30653951
387,County,Pasco,FL,Tampa,Pasco,NA,6.899713467
388,County,Payne,OK,Stillwater,Payne,NA,3.117725753
389,County,Peach,GA,Warner Robins,Peach,NA,1.016566265
390,County,Pecos,TX,NA,Pecos,NA,8.93194292
391,County,Perry,IN,NA,Perry,NA,0.940196078
392,County,Perry,MO,NA,Perry,NA,3.595464521
393,County,Perry,MS,Hattiesburg,Perry,NA,4.570892019
394,County,Perry,OH,Columbus,Perry,NA,12.72115385
395,County,Perry,PA,Harrisburg,Perry,NA,4.016219588
396,County,Piatt,IL,Champaign-Urbana,Piatt,NA,-1.074774035
397,County,Pinal,AZ,Phoenix,Pinal,NA,5.349112426
398,County,Posey,IN,Evansville,Posey,NA,0.632055749
399,County,Power,ID,NA,Power,NA,8.492744861
400,County,Pratt,KS,NA,Pratt,NA,4.395251397
401,County,Rabun,GA,NA,Rabun,NA,7.811785929
402,County,Rains,TX,NA,Rains,NA,0.899570815
403,County,Ralls,MO,Hannibal,Ralls,NA,9.845953003
404,County,Roane,TN,Knoxville,Roane,NA,5.498821681
405,County,Rooks,KS,NA,Rooks,NA,3.158069884
406,County,Routt,CO,Steamboat Springs,Routt,NA,5.569965126
407,County,Rowan,KY,NA,Rowan,NA,-0.271748136
408,County,Rowan,NC,Charlotte,Rowan,NA,7.50038432
409,County,Salem,NJ,Philadelphia,Salem,NA,8.935804103
410,County,Salem City,VA,Roanoke,Salem City,NA,4.548282566
411,County,Sarpy,NE,Omaha,Sarpy,NA,0.188583078
412,County,Scott,IA,Davenport,Scott,NA,1.903984324
413,County,Scott,IN,Louisville/Jefferson County,Scott,NA,-0.614228457
414,County,Scott,KS,NA,Scott,NA,3.806623932
415,County,Scott,KY,Lexington,Scott,NA,7.907821229
416,County,Scott,MN,Minneapolis-St Paul,Scott,NA,6.642320086
417,County,Scott,VA,Kingsport,Scott,NA,10.55569462
418,County,Sioux,IA,NA,Sioux,NA,3.863022508
419,County,Sitka,AK,NA,Sitka,NA,1.616999747
420,County,Smith,KS,NA,Smith,NA,1.794174757
421,County,Smith,TN,Nashville,Smith,NA,8.486506747
422,County,Smith,TX,Tyler,Smith,NA,0.562053281
423,County,Smyth,VA,NA,Smyth,NA,3.639257294
424,County,Stark,ND,Dickinson,Stark,NA,-3.094522968
425,County,Stark,OH,Canton,Stark,NA,5.193365696
426,County,Starr,TX,Rio Grande City,Starr,NA,4.986130374
427,County,Stone,MO,Branson,Stone,NA,-1.033919598
428,County,Stone,MS,NA,Stone,NA,-2.557659208
429,County,Story,IA,Ames,Story,NA,3.297994269
430,County,Surry,NC,Mount Airy,Surry,NA,2.912361624
431,County,Swain,NC,NA,Swain,NA,5.283161512
432,County,Taney,MO,Branson,Taney,NA,-0.88880597
433,County,Teton,ID,Jackson,Teton,NA,3.201257862
434,County,Teton,MT,NA,Teton,NA,1.689768977
435,County,Teton,WY,Jackson,Teton,NA,6.263476834
436,County,Tioga,NY,Binghamton,Tioga,NA,-1.629690049
437,County,Tioga,PA,NA,Tioga,NA,1.663430421
438,County,Titus,TX,Mount Pleasant,Titus,NA,3.189774697
439,County,Toole,MT,NA,Toole,NA,2.898426323
440,County,Towns,GA,NA,Towns,NA,5.799361362
441,County,Trigg,KY,Clarksville,Trigg,NA,-1.885849057
442,County,Troup,GA,LaGrange,Troup,NA,3.458490566
443,County,Tulsa,OK,Tulsa,Tulsa,NA,6.121428571
444,County,Tyler,TX,NA,Tyler,NA,3.271442987
445,County,Uinta,WY,Evanston,Uinta,NA,-1.979487179
446,County,Union,GA,NA,Union,NA,4.818817204
447,County,Union,IN,Cincinnati,Union,NA,11.89594743
448,County,Union,LA,Monroe,Union,NA,0.548598131
449,County,Union,MS,NA,Union,NA,-3.155541947
450,County,Union,NC,Charlotte,Union,NA,2.298354824
451,County,Union,NJ,New York,Union,NA,7.327581077
452,County,Union,NM,NA,Union,NA,-0.815766924
453,County,Union,OH,Columbus,Union,NA,6.003533569
454,County,Union,OR,La Grande,Union,NA,3.189534884
455,County,Union,TN,Knoxville,Union,NA,5.297748123
456,County,Upson,GA,Thomaston,Upson,NA,3.064705882
457,County,Vance,NC,Henderson,Vance,NA,3.543153049
458,County,Vilas,WI,NA,Vilas,NA,3.382742192
459,County,Walsh,ND,NA,Walsh,NA,-1.897810219
460,County,Wasco,OR,The Dalles,Wasco,NA,4.559286018
461,County,Wayne,IN,Richmond,Wayne,NA,0.418242492
462,County,Wayne,KY,NA,Wayne,NA,5.755526658
463,County,Wayne,MI,Detroit,Wayne,NA,11.41801075
464,County,Wayne,MS,NA,Wayne,NA,1.464615385
465,County,Wayne,NC,Goldsboro,Wayne,NA,3.841978287
466,County,Wayne,NY,Rochester,Wayne,NA,-0.075396825
467,County,Wayne,OH,Wooster,Wayne,NA,3.827972028
468,County,Wayne,PA,NA,Wayne,NA,0.378653977
469,County,Wayne,TN,NA,Wayne,NA,4.225891678
470,County,Weber,UT,Ogden,Weber,NA,4.798480608
471,County,Wells,IN,Fort Wayne,Wells,NA,9.267871816
472,County,White,AR,Searcy,White,NA,-0.602344454
473,County,White,GA,NA,White,NA,8.118584071
474,County,White,IN,NA,White,NA,8.337602928
475,County,White,TN,NA,White,NA,4.768720379
476,County,Wythe,VA,NA,Wythe,NA,3.846794338
